"GeneID","Con_1","Con_2","Con_3","DMEM_1","DMEM_2","DMEM_3","I6_1","I6_2","I6_3","R2_1","R2_2","R2_3","logFC","Pvalue","FDR"
"EXOSC6",8.54,8.54,8.54,8.45,7.94,8.7,8.9,8.72,9.26,9.89,8.4,9.33,0.056771459,0.571802682,0.571802682
"ZBTB2",4.63,5.66,5.15,6.61,6.08,7.5,5.6,6.21,7.24,5.39,5.09,5.39,-0.300576197,0.050431048,0.050431048
"TMEM232",0.05,0.05,0.05,0.04,0.04,0.04,0.02,0.04,0.04,0.06,0.13,0.06,1.519905964,0.228176507,0.228176507
"SEL1L",8.99,8.99,8.64,15.42,14.41,16.41,13.89,14.12,14.12,12.35,9.56,11.17,-0.646086623,1.97e-13,1.97e-13
"TBL3",21.87,21.08,21.08,17.15,17.15,17.28,18.02,18.1,18.1,16.61,16.95,17.34,0.389846656,0.00235747,0.00235747
"DDX24",20.55,20.67,20.63,20.7,21.01,20.9,22.45,22.53,22.28,22.78,22.78,22.78,0.059947624,0.370024586,0.370024586
"BOLA3",103.39,101.63,101.63,85.97,98.56,79.9,77.7,85.22,88.75,97.55,98.16,98.16,0.276325573,0.06115166,0.06115166
"OR5B21",0,0,0,0,0,0,0,0,0,0,0,0,1.13719805,0.780480655,0.780480655
"FAM88D",3.72,2.44,2.99,3.11,2.73,2.97,3.69,3.08,2.08,1.59,1.07,1.24,0.145032512,0.653884917,0.653884917
"MARVELD2-2",0,0,0,0.85,0.92,0.85,0.55,0.58,0.55,0.28,0.28,0.28,-4.367328641,4.06e-06,4.06e-06
"HSF1",50.95,50.95,50.95,36.42,38.15,36.95,41.15,41.02,41.15,40.49,40.98,40.79,0.475599994,6.31e-05,6.31e-05
"XRCC5",64.6,64.6,63.49,92.9,90.53,94.11,100.58,101.66,102.7,80.17,67.81,73.88,-0.370125429,1.89e-09,1.89e-09
"TM9SF2",30.8,34.24,32.89,42.53,39.52,44.68,44.21,46.46,48.45,42,36.37,38.6,-0.294523453,7.66e-05,7.66e-05
"NALF1",0.86,0.86,0.82,2.19,2.19,2.19,1.63,1.5,1.63,2.01,1.1,1.67,-0.593426591,0.052313911,0.052313911
"GRIN2A",0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,2.581518608,0.51837243,0.51837243
"BRME1-2",0.7,0.68,0.64,0.64,0.62,0.64,0.52,0.45,0.62,0.68,0.68,0.68,0.089867615,0.818582608,0.818582608
"CAMK4",0.46,0.5,0.5,0.84,0.84,0.84,0.97,0.98,0.96,0.94,0.58,0.81,-0.335686775,0.220087509,0.220087509
"CSGALNACT2-DT",0.23,0.23,0.18,0.08,0.04,0.08,0.04,0.08,0.16,0.11,0.11,0.12,1.516953954,0.193005262,0.193005262
"TMX1",23.28,25.06,21.6,29.46,29.14,29.46,28.29,27.72,27.03,25.65,20.91,23.5,-0.273939396,0.000116902,0.000116902
"IL1R1",1.77,1.77,1.77,2.23,2.08,2.23,2.47,2.51,2.54,2.23,1.7,1.92,-0.493782096,0.026551303,0.026551303
"TMEM35B",15.56,15.2,15.56,14.19,12.72,15.18,14.54,14.54,14.73,15.86,13.17,14.83,0.275650831,0.108719879,0.108719879
"LAMA3",4.31,4.68,4.31,4.47,4.47,4.47,5.13,5.26,4.84,3.72,3.27,3.72,-0.398327256,0.000213591,0.000213591
"RIBC1",0.71,0.71,0.64,0.63,0.66,0.66,0.6,0.62,0.66,0.46,0.46,0.46,0.554021116,0.387165338,0.387165338
"PRR34",0.09,0.09,0.09,0.05,0.07,0.05,0.09,0.05,0.05,0.01,0.01,0.01,0.613832769,0.686674155,0.686674155
"FZD3",1.21,1.21,1.21,1.74,1.6,2.03,2.38,1.9,1.47,1.21,1.31,1.15,-0.507580852,0.090140635,0.090140635
"INTS3",6.35,6.51,6.51,6.77,6.25,7.43,6.94,7,7,7.1,7.1,7.1,0.024991503,0.820391974,0.820391974
"NOTCH2NLB",3.28,3.55,3.28,1.87,1.69,2.26,2.23,2.23,2.23,2.34,2.16,2.34,0.639923942,0.170079904,0.170079904
"MGAT4C",0.01,0.01,0.01,0,0,0,0.01,0.01,0.01,0,0,0,1.463500676,0.324879763,0.324879763
"EML1",1.72,1.6,1.37,2.26,2.31,2.2,2.32,2.32,2.32,2.24,2.24,2.24,-0.451632583,0.02172089,0.02172089
"IMPA2",17.69,18.29,18.29,15.26,16.12,14.12,17.46,14.75,12.67,17.56,17.56,17.79,0.436321683,0.005111222,0.005111222
"PRTFDC1",8.04,8.04,8.04,10.16,9.88,9.43,12.6,10.31,9,10.75,10.91,10.99,-0.552332961,0.000784778,0.000784778
"FBXO38",3.88,4.7,3.38,4.68,4.55,4.85,5.18,5.18,5.18,4.75,2.93,3.7,-0.24414437,0.11770876,0.11770876
"YY2",1.28,1.28,1.37,1.78,1.47,2.02,1.76,1.91,2.21,1.18,1.18,1.16,-0.468525651,0.121267996,0.121267996
"TMEM209",10,10.19,10.19,14.21,14.21,13.97,16.04,14.84,13.94,13.27,13.26,13.27,-0.370340774,0.000103159,0.000103159
"FUT6",0,0,0,0,0,0,0.02,0.02,0.02,0.05,0.02,0.02,3.208475368,0.418455893,0.418455893
"DKK1",226.36,226.36,225.17,215.55,217.77,212.58,195.63,190.79,187.23,210.76,212.74,210.76,0.165656265,0.006294344,0.006294344
"MDN1",1.62,1.62,1.56,2.88,2.85,2.88,3.07,2.98,3.03,2.29,2.29,2.29,-0.61360892,4.03e-06,4.03e-06
"ABRAXAS1",2.55,4.56,3.79,5.99,6.24,5.99,5.14,5.62,5.62,5.02,4.83,5.18,-0.651258659,0.006382314,0.006382314
"MGAT2",40.73,43.77,42.26,43.11,43.72,43.72,45.37,43.32,44.41,48.38,48.38,48.33,0.019316337,0.763954917,0.763954917
"PSD4",0.35,0.36,0.36,0.33,0.33,0.33,0.25,0.37,0.45,0.39,0.39,0.41,0.415752372,0.153200068,0.153200068
"TSPOAP1",0.42,0.46,0.46,1.02,1.11,1.02,1.45,1.07,0.77,2.06,0.91,1.37,0.096172108,0.780616067,0.780616067
"PUM1",14.18,14.2,14.2,20.94,20.77,20.62,19.27,20.1,20.52,17.58,17.59,17.59,-0.433231813,3.22e-07,3.22e-07
"ZFP36",7.38,7.2,7.38,7.04,6.29,7.99,7.22,7.35,7.35,6.83,6.07,6.6,0.155761342,0.393221335,0.393221335
"PSORS1C1-4",0.22,0.31,0.31,1.07,1.07,1.07,0.56,0.47,0.67,4.5,4.5,5.77,-0.51592635,0.588727047,0.588727047
"ZNF35",0.89,0.89,0.77,0.82,0.95,0.63,1.38,1.56,1.56,1.35,1.18,0.99,0.392536767,0.349131519,0.349131519
"SSTR1",0,0,0,0,0,0,0,0,0,0,0,0,1.084278448,0.788245517,0.788245517
"SUSD6",4.86,4.47,4.02,4.92,5.04,4.68,4.81,4.52,4.33,5.47,5.47,5.47,-0.05499695,0.679332203,0.679332203
"DOCK3",0.56,0.56,0.63,0.6,0.6,0.58,0.33,0.43,0.64,0.66,1.38,1.03,-0.495625614,0.15351174,0.15351174
"TSPYL4",4.13,4.29,4.29,4.2,4.25,4.25,4.76,4.85,5,5.25,4.3,4.73,0.119480941,0.36025277,0.36025277
"RNF187",25.8,24.73,24.73,17.35,17.32,17.35,17.18,17.39,17.39,19.38,19.27,19.48,0.533169496,8.56e-06,8.56e-06
"CLDN20",0,0,0,0.05,0.05,0.05,0.1,0.1,0.1,0.05,0.05,0.05,0.083642377,0.980611593,0.980611593
"SEC22C",37.39,37.42,37.42,37.63,39.16,36.94,40.75,40.75,40.75,35.82,39.89,37.95,-0.055983991,0.381473372,0.381473372
"CCL5-2",2.76,5.13,2.76,0.32,0.7,0.7,1.62,1.62,1.65,0.95,0.95,0.95,1.649417269,0.065945808,0.065945808
"RRS1",25.51,25.22,25.22,24.94,24.44,24.94,24.49,24.49,24.49,28.01,28.31,28.01,0.043653431,0.666613478,0.666613478
"AKR1A1",59.38,59.38,59.38,45.31,46.18,45.73,42.13,42.13,41.3,48.27,53.04,50.62,0.395933659,0.000295075,0.000295075
"RTN4RL2",2.59,2.51,2.59,1.65,2,1.39,2.82,2.51,2.37,2.83,2.68,2.68,0.754158315,0.007716856,0.007716856
"RIPPLY1",0,0,0,0,0,0,0,0,0,0.06,0.06,0.06,1.13719805,0.780480655,0.780480655
"PPP6C",18.67,18.76,18.76,24.1,24.1,23.77,22.52,23.24,24.5,24.15,21.69,22.88,-0.29640436,6.93e-05,6.93e-05
"SLC18B1",4.07,4.07,4.17,3.91,3.65,4.26,3.44,4.04,4.7,4.24,4.04,4.24,-0.008713477,0.962167559,0.962167559
"PRRT1",0.06,0.06,0.06,0,0,0,0.01,0.01,0.01,0,0,0,2.372772491,0.331184316,0.331184316
"ARHGAP25",0.36,0.26,0.13,0.41,0.49,0.25,0.54,0.32,0.19,0.39,0.4,0.4,-0.463071269,0.521826938,0.521826938
"SIX2",8.27,5.83,7.3,5.84,6.08,5.45,5.48,5.4,5.48,5.69,5.69,5.64,0.389425668,0.062749286,0.062749286
"ZNF454",0,0,0,0,0,0,0.02,0.02,0.03,0.01,0.02,0.01,2.923570183,0.392739824,0.392739824
"SEC14L1",46.68,47.12,48.09,54.46,54.46,54.46,52.18,52.18,52.18,52.93,53.33,52.16,-0.14558078,0.031384164,0.031384164
"RBM14-RBM4",11.26,11.13,11.26,9.12,8.66,8.66,7.64,7.64,7.77,10.4,10.4,10.47,0.754572883,0.011404216,0.011404216
"ATP5MC1",424.53,320.99,362.97,287.99,283.32,285.65,292.5,292.5,290.34,293.39,293.37,293.39,0.5017955,0.000102516,0.000102516
"MRPL49",92.81,92.81,92.81,74.29,71.95,73.12,71.82,71.47,71.82,77.5,77.41,77.5,0.397534067,1.79e-06,1.79e-06
"KDM5B",5.96,6.22,5.96,7.41,7.02,7.89,7.84,7.95,7.79,7.54,6.7,7.04,-0.327909325,0.004432307,0.004432307
"MMP3",0.37,0.39,0.39,0.3,0.38,0.34,0.45,0.45,0.47,0.31,0.36,0.33,0.377357006,0.561117318,0.561117318
"PIP4K2B",15.45,15.45,15.45,15.45,15.45,15.45,16.03,15.96,16.03,17.18,16.99,16.99,-0.045651177,0.593106076,0.593106076
"CSRNP3",0.05,0.05,0.05,0.03,0.03,0.03,0.04,0.04,0.04,0.02,0.02,0.02,0.220256168,0.829872548,0.829872548
"TLR7",0.02,0.04,0.03,0.13,0.1,0.07,0.03,0.03,0.03,0.12,0.06,0.08,-1.623423908,0.089815024,0.089815024
"ZNF235",0.08,0.08,0.08,0.25,0.25,0.25,0.37,0.37,0.37,0.13,0.13,0.13,-0.603472768,0.546582366,0.546582366
"RNF180",0.26,0.38,0.26,0.22,0.22,0.22,0.21,0.21,0.24,0.09,0.16,0.16,0.11712598,0.904984024,0.904984024
"LRRC75A",2.57,3.13,2.74,2.39,2.39,2.28,2.38,2.57,2.91,3.09,3.12,3.12,0.207416254,0.287391912,0.287391912
"TIMP4",4.22,4.22,4.22,3.41,3.93,2.86,2.31,3,3.36,3.47,3.47,3.47,0.273155813,0.420153069,0.420153069
"MEI4",0,0,0,0.03,0.03,0.03,0,0,0,0.02,0.02,0.02,-1.927221707,0.363881245,0.363881245
"NFATC2IP",10.73,10.73,10.73,11.37,11.37,11.37,12.06,12.06,12.44,11.45,11.61,11.54,-0.02475128,0.769404362,0.769404362
"DPH2",32.75,29.46,30.76,22.94,23.09,23.09,22.68,22.69,22.69,26.07,26.07,25.71,0.493480869,1.3e-06,1.3e-06
"GSTM3",14.5,15.3,13.99,14.86,14.57,14.06,14.12,13.97,14.12,14.82,15.54,15.14,0.086507407,0.269363272,0.269363272
"ANO3",0.03,0.03,0.03,0,0,0,0.08,0.08,0.08,0.06,0.04,0.04,3.073810757,0.150366494,0.150366494
"ZNF774",0.23,0.31,0.31,0.37,0.34,0.29,0.48,0.48,0.5,0.26,0.26,0.24,0.311632602,0.592280869,0.592280869
"SGSM1",0.02,0.01,0.02,0.03,0.03,0.03,0.02,0.01,0.01,0.02,0.02,0.02,-0.439091496,0.785808838,0.785808838
"GNA12",44.04,43.63,43.63,42.39,43.16,41.14,42.48,42.23,42.48,43.45,43.55,43.45,0.097986913,0.24030673,0.24030673
"PCDHGA9",0.06,0.11,0.11,0.04,0.04,0.04,0.11,0.09,0.08,0.02,0.02,0.02,2.222460484,0.109282181,0.109282181
"NUDT3",32.02,32.88,32.02,37.16,40.51,34.31,38.92,36.11,33.23,37.38,36.9,36.34,-0.369608058,0.000100893,0.000100893
"PRADC1",37.62,33.9,36.48,22.39,25.2,24.14,23.31,23.45,23.31,27.03,27.1,27.1,0.684013657,3.18e-07,3.18e-07
"CTAGE4",0.1,0.18,0.1,0.06,0.07,0.06,0.03,0.03,0.03,0.31,0.21,0.21,1.309644498,0.349100044,0.349100044
"AKAP3",0,0,0,0,0,0,0.03,0.03,0.03,0,0,0,1.13719805,0.780480655,0.780480655
"MEIS3",1.15,1.15,1.15,1.46,1.62,1.46,1.3,1.3,1.33,1.08,1.12,1.08,-0.261069622,0.522828033,0.522828033
"MCF2L",0.95,0.95,2.12,1.1,0.62,1.38,1.09,1.13,1.02,0.42,0.46,0.46,0.347486584,0.523875118,0.523875118
"SH3RF1",11.63,11.63,11.63,15.19,15.29,15.29,15.97,15.46,14.9,14.2,14.63,14.87,-0.374481119,2.27e-06,2.27e-06
"TGFB1",62.79,59.17,59.17,47.72,47.72,47.72,50.28,50.49,50.28,46.22,46.22,45.99,0.351502426,0.004765907,0.004765907
"CCR9",0,0,0,0,0,0,0,0,0,0,0,0,3.470006672,0.380381046,0.380381046
"ADCK5-2",3.12,3.02,3.06,2.12,1.78,2.44,2.6,2.43,2.07,2.68,2.54,2.54,0.600554886,0.022920007,0.022920007
"COL9A3",0.04,0.07,0.13,0.08,0.07,0.08,0.06,0.06,0.06,0.1,0.1,0.1,-0.51091353,0.66717875,0.66717875
"SLC27A1",4.55,4.67,4.55,3.76,3.86,3.71,3.75,3.91,3.55,4.43,4.16,4.04,0.303577884,0.036660065,0.036660065
"PITPNM3",5.88,6.37,5.56,5.41,5.49,5.49,6.12,5.79,5.34,6.32,6.47,6.32,0.139116797,0.13329085,0.13329085
"MRPS31",8.54,8.85,8.54,8.72,8.96,8.16,9.05,9.14,9.14,8.31,8.31,8.31,-0.014498078,0.937926689,0.937926689
"ZNF595",1.27,1.87,1.55,1.98,1.98,2.13,1.35,1.52,1.68,1.9,1.19,1.44,-0.199446549,0.463235971,0.463235971
"KLF7",0.53,0.53,0.53,0.8,0.81,0.81,0.56,0.69,0.92,0.48,0.48,0.46,-0.593611037,0.022889208,0.022889208
"SEC23IP",12.52,12.87,12.52,20.55,20.55,20.71,17.39,17.35,17.39,15.23,15.23,15.12,-0.594505577,5.6e-14,5.6e-14
"PCYOX1L",2.09,2.71,3.04,2.6,2.6,2.6,3.06,2.46,2.18,2.34,3.33,3.03,0.079550641,0.739144622,0.739144622
"WIPF1",11.32,10.74,10.74,10.57,11.29,11.06,11.45,10.92,11.78,12.59,12.21,12.02,-0.248206235,0.008202319,0.008202319
"CNOT8",13.31,13.31,13.31,18.44,16.16,20.13,17.19,17.51,16.77,15.41,15.29,15.41,-0.452488655,0.001026167,0.001026167
"KIF5C",0,0,0,0.02,0.02,0.02,0.01,0.01,0.01,0,0,0,-2.923800378,0.186160699,0.186160699
"ANKRD36B-2",0.41,0.64,0.64,0.6,0.6,0.61,0.96,0.96,0.96,0.86,0.54,0.74,0.39292438,0.604831421,0.604831421
"CD72",0,0,0,0,0,0,0,0,0,0.08,0.07,0.07,2.888729499,0.46794297,0.46794297
"STX18",19.31,19.42,19.42,22.66,22.99,22.66,19.79,21.2,23.26,24.22,24.7,24.22,-0.048767638,0.671013236,0.671013236
"GPR3",6.34,5.63,5.18,4.78,4.77,4.78,5.77,5.61,5.61,5.33,6.4,5.89,0.29478482,0.110839312,0.110839312
"ACSM3",0.03,0.04,0.04,0.15,0.27,0.15,0.22,0.15,0.11,0.11,0.11,0.11,-0.407586116,0.810616136,0.810616136
"SPTBN1",41.38,48.31,45.06,65.11,62.17,67,67.42,68.08,66.61,60.13,57.6,58.54,-0.449867131,3.86e-15,3.86e-15
"DDX19B",6.64,6.64,6.48,8.31,8.26,8.26,7.57,7.57,7.31,8.17,7.03,7.79,-0.137200109,0.258480158,0.258480158
"MGST2",43.95,43.42,43.42,39.65,42.01,37.66,37.61,34.06,32,43.56,44.28,44.28,0.208043053,0.118609858,0.118609858
"KIF1B",3.75,3.99,3.99,6.87,6.37,7.2,7.61,7.51,7.51,6.44,5.06,5.72,-0.553405378,1.88e-05,1.88e-05
"CALM2",775.86,757.33,757.33,643.19,641.49,641.49,543.82,552.86,568.78,584.82,545.64,565.01,0.306236139,0.000104309,0.000104309
"CHMP4B",129.89,122.77,136.32,132.4,136.82,127.02,128.26,126.65,129.38,130.7,143.66,138.11,0.060199192,0.48704835,0.48704835
"FLJ42627",0.6,0.71,0.71,1.13,1.2,1.13,1.12,1.02,0.92,1.01,0.94,0.85,-0.408570004,0.121075605,0.121075605
"TRPM3",0,0,0,0.05,0.05,0.05,0.09,0.09,0.09,0,0,0,-0.352379501,0.838870871,0.838870871
"MMP24",1.67,1.42,1.26,1.3,1.47,1.05,1.32,1.26,1.45,1.22,1.37,1.31,0.252908557,0.329183025,0.329183025
"ID1",155.42,150.91,155.42,152.21,152.21,152.2,138.64,131.3,125.35,127.62,127.62,127.5,0.168621989,0.094271051,0.094271051
"CHTF8",27.68,28.91,27.68,18.66,20.16,20.16,32.08,29.9,29.9,18.93,21.66,21.66,0.40804671,0.002185614,0.002185614
"RAP1GAP",0.77,0.84,0.74,0.72,0.72,0.72,0.88,0.83,0.83,0.59,1.03,0.75,0.322494778,0.369241952,0.369241952
"HCG15-2",0.24,0.24,0.18,0.38,0.38,0.42,0.12,0.16,0.21,0.18,0.18,0.16,-0.421184926,0.736036601,0.736036601
"PXDC1",29.18,28.87,29.18,29.72,30.58,27.87,25.94,26.14,26.14,30.66,30.81,30.66,0.159842444,0.12101399,0.12101399
"PALS2",1.51,1.51,1.34,2.67,2.67,2.71,2.89,2.71,2.51,2.64,1.85,2.23,-0.511779402,0.017903796,0.017903796
"PLXNB1",0.55,0.5,0.5,0.48,0.48,0.5,0.23,0.32,0.47,0.46,0.31,0.41,0.203049732,0.528574015,0.528574015
"MAP4K1-2",0.04,0.06,0.05,0.04,0.04,0.04,0,0,0,0.02,0.02,0.02,0.940916821,0.587383041,0.587383041
"CHTF18",12.4,12.23,12.23,9.19,8.61,10.07,10.61,10.46,10.46,9.34,10.36,9.69,0.422901109,0.001621774,0.001621774
"DDX1",24.85,28.49,21.85,36.39,36.39,36.91,34.77,34.09,32.93,29.73,23.66,25.61,-0.429401526,2.62e-05,2.62e-05
"SF3A2",116.02,116.02,119.6,97.95,96.31,97.32,103.97,100.3,95.43,97.58,97.58,97.58,0.247072701,0.071349918,0.071349918
"PELI1",1.09,1.11,1.11,1.52,1.52,1.45,2.03,1.84,1.5,1.52,1.08,1.22,-0.222075998,0.409448446,0.409448446
"SNED1",0.6,0.65,0.52,0.65,0.65,0.67,0.63,0.63,0.61,0.54,0.45,0.49,-0.400189396,0.120351386,0.120351386
"LIX1L",17.02,17.31,17.31,20.81,19.26,22.09,18.67,18.95,18.95,20.63,20.98,20.74,-0.1596032,0.089275725,0.089275725
"STX17-DT",0,0,0,0.36,0.36,0.87,0,0,0,0.17,0.17,0.17,-0.981460155,0.7128615,0.7128615
"HUS1",7.03,7.45,7.45,10.03,8.15,11.52,10.19,10.19,10.19,7.92,8.15,8.15,-0.260753562,0.103366391,0.103366391
"HIVEP1",1.16,1.16,1.07,1.98,1.69,2.29,1.93,2.02,2.02,1.51,1.13,1.32,-0.632827243,0.000634876,0.000634876
"SPDYE21",0,0,0,0.17,0.1,0.1,0.05,0.05,0.11,0.05,0.1,0.16,-0.166294259,0.937910685,0.937910685
"CLN5",3.11,3.11,3.11,3.85,3.88,3.88,3.81,3.81,3.76,3.25,3.14,3.09,-0.346365399,0.017479261,0.017479261
"IFIT1",30.17,30.26,30.17,32.47,31.44,32.98,29.56,29.58,29.58,32.21,25.99,28.83,-0.029013489,0.658098101,0.658098101
"PRMT1",315.65,302.2,331.84,243.24,242.98,243.24,247.64,246.13,245.36,263.52,263.52,264.68,0.463759583,7.53e-10,7.53e-10
"FAM76A",1.31,1.25,1.25,1.74,1.38,1.9,1.07,1.07,0.98,1.13,1.39,1.26,-0.482514809,0.098509544,0.098509544
"SVEP1",0.03,0.05,0.03,0.03,0.03,0.03,0.01,0.01,0.01,0.05,0.03,0.03,-0.21816494,0.818106666,0.818106666
"GORASP2",49.08,49.08,49.76,52.91,52.76,52.76,59.98,57.12,53.69,55.22,55.22,55.22,-0.03866977,0.637029164,0.637029164
"KLF1",0,0,0,0,0,0,0,0,0,0.04,0.03,0.04,1.13719805,0.780480655,0.780480655
"PABPN1",77.6,77.6,77.6,77.05,76.7,76.85,75.09,73.57,71.39,82.05,79.22,80.14,0.083131667,0.198819025,0.198819025
"RSPH14",0,0,0,0.07,0.07,0.07,0,0,0,0.1,0.1,0.1,-0.754813962,0.838575377,0.838575377
"TRDMT1",1.55,1.83,1.34,1.64,2.11,1.41,1.97,2.03,1.97,1.9,1.15,1.55,-0.384843015,0.037234526,0.037234526
"MAGEB18",0,0,0,0,0,0,0,0,0,0,0,0,-0.786355302,0.847184675,0.847184675
"BTF3L4",11.77,12.05,12.05,14.94,15.02,15.02,15.13,15.13,14.93,14.08,14.08,14.08,-0.184437535,0.02266256,0.02266256
"VDAC2",179.83,175.95,179.83,189.15,189.15,189.15,185.24,192.97,202.6,204.79,206.04,206.04,0.023374189,0.75341766,0.75341766
"SLC30A1",7.71,7.82,7.82,12.17,11.21,13.34,13.17,13.17,13.14,11.34,10.8,10.8,-0.522639814,9.32e-08,9.32e-08
"ATP23-2",0.66,0.81,1.02,0.9,1.08,0.8,0.59,0.87,1.1,0.84,0.65,0.78,-0.082616909,0.817941477,0.817941477
"SMIM10L2A",0,0,0,0,0,0,0,0,0,0.07,0.03,0.03,-0.475682495,0.903812776,0.903812776
"TTC39A",0.38,0.42,0.42,0.33,0.33,0.33,0.34,0.41,0.51,0.49,0.31,0.43,0.660119136,0.233241,0.233241
"RPL38",339.64,292.77,311.9,241.34,263.51,225.15,186.51,202.51,220.73,256.52,318.73,284.72,0.464272513,9.62e-06,9.62e-06
"SMIM45",0.13,0.11,0.13,0.1,0.1,0.1,0.04,0.04,0.04,0.12,0.14,0.15,0.491837139,0.70710139,0.70710139
"ACER3",5.45,7.19,6.29,8,8,7.95,11.61,11.61,12.17,9.43,8.02,8.87,-0.585772175,2.37e-05,2.37e-05
"ZDHHC12-DT",23.9,29.07,19.57,20.45,21.87,18.67,25.04,21.11,16.2,21.42,21.65,21.42,0.369741043,0.123429822,0.123429822
"ITGB1-DT",2.91,4.93,4.09,3.93,3.36,4.33,2.47,2.6,2.6,4.49,4.42,4.42,0.122815569,0.716167313,0.716167313
"EARS2",6.97,6.97,6.97,6.22,6.23,6.23,6.65,6.65,6.65,7.12,7.09,7.09,0.178251991,0.097097666,0.097097666
"IL20RA",0.17,0.21,0.21,0.42,0.44,0.44,0.26,0.3,0.3,0.32,0.32,0.32,-0.605357891,0.303405487,0.303405487
"POPDC3",6.83,6.08,8.29,7.13,7.3,7.3,6.4,6.01,6.16,5.84,6.91,6.18,0.051215872,0.802483759,0.802483759
"GABBR1-6",0.15,0.41,0.25,0.49,0.49,0.39,0.09,0.08,0.08,0.33,0.29,0.29,-0.736880315,0.178663167,0.178663167
"PGAP1",0.48,0.48,0.36,0.93,1.01,1.06,0.98,0.98,0.98,0.69,0.37,0.49,-0.611694234,0.079709031,0.079709031
"SLAMF7",20.25,19.79,19.79,23.1,21.91,24.29,22.76,22.49,21.96,23.41,23.41,23.34,-0.151299725,0.11521835,0.11521835
"FGFR4",0.9,0.84,0.98,0.82,0.98,0.63,0.75,0.75,0.75,0.51,0.42,0.56,0.248734302,0.49193877,0.49193877
"ADD3",5.75,5.75,5.64,10.66,10.1,10.97,10.17,10.2,10.17,9.31,5.75,7.27,-0.535874674,0.002334081,0.002334081
"MS4A4E",0.15,0.64,0.36,0.4,0.37,0.32,0.38,0.43,0.46,0.38,0.33,0.23,0.223916196,0.748453594,0.748453594
"TBC1D22A",12.63,10.64,11.58,9.19,9.19,8.65,9.16,9.6,10.06,10.26,12.73,11.55,0.34478219,0.00106775,0.00106775
"MCRIP1-2",49.5,47.64,47.64,30.73,30.73,30.47,28.33,28.77,27.57,31.73,32.2,31.73,0.629378581,1.08e-05,1.08e-05
"TRAPPC6B",6.36,7.02,7.02,10.35,10.08,10.35,9.85,9.81,9.83,10.18,7.19,8.36,-0.362543779,0.029332072,0.029332072
"VNN1",0.25,0.36,0.18,0.14,0.15,0.15,0.24,0.22,0.2,0.13,0.18,0.1,0.623811371,0.322283075,0.322283075
"SOX4",2.29,2.68,1.5,2.72,2.43,2.9,2.49,2.49,2.52,2.58,2.27,2.4,-0.216753896,0.343161369,0.343161369
"ERCC3",24.69,25.11,24.69,28.64,28.13,29.12,28.21,28.09,28.27,31.25,32.23,31.25,-0.147238267,0.05148855,0.05148855
"WDR37",5.26,5.69,5.48,7.72,7.73,7.73,7.52,7.47,7.41,7.74,7.47,7.21,-0.463437502,2.37e-06,2.37e-06
"ATG14",4.58,5.06,5.06,6,6,5.97,6.96,6.54,6.07,5.35,5.32,5.35,-0.058810086,0.692832591,0.692832591
"TOMM40",187.95,187.95,187.95,144.8,148.99,141.34,165.29,161.29,152.97,159.92,165.15,162.04,0.397607838,5.73e-05,5.73e-05
"MORN3",0,0,0,0,0,0,0.01,0.01,0.01,0.03,0.03,0.04,1.898634129,0.639269758,0.639269758
"CPT1C",2.99,2.35,2.71,2.82,3.09,2.38,1.91,2.17,2.43,3.07,3.07,3.13,0.002663029,0.991136394,0.991136394
"GIGYF2",6.47,8.18,7.18,10.3,10.06,10.75,9.24,9.19,9.24,10.7,8.64,9.96,-0.424372745,7.28e-06,7.28e-06
"COPG1",59.85,59.66,59.85,65.74,67.53,63.87,63.87,64.17,63.87,64.97,69.27,67.43,-0.005812039,0.943809329,0.943809329
"TCN1",0.27,0.27,0.27,0.58,0.41,0.76,0.83,0.58,0.68,0.16,0.38,0.23,-1.432769958,0.08922179,0.08922179
"ANKRD31",0.02,0.03,0.02,0,0,0,0.01,0.02,0.03,0.02,0.03,0.02,3.326869211,0.371138624,0.371138624
"BTG4",0.06,0.06,0.04,0.04,0.04,0.04,0.12,0.12,0.25,0.12,0.06,0.12,-0.013655437,0.992374396,0.992374396
"CHEK1",20.42,22.5,17.53,25.38,23.92,25.38,26.7,28.34,29.18,23.97,19.47,21.26,-0.356529113,0.001333129,0.001333129
"RIPOR3",0.1,0.19,0.29,0.11,0.13,0.17,0.1,0.17,0.25,0.29,0.3,0.32,0.808658864,0.311132056,0.311132056
"ADGRG1",7.7,7.56,7.7,7.02,7.02,7.02,8.83,9.26,9.64,8.53,8.53,8.53,0.300477919,0.01672901,0.01672901
"ERBB3",2.13,2.04,2.29,2.33,2.59,2.33,1.78,1.5,1.1,1.34,2.1,1.73,-0.302651653,0.16292742,0.16292742
"NBPF4-2",0,0,0,0.02,0.02,0.02,0,0,0,0.01,0.01,0.01,-0.754652257,0.836643669,0.836643669
"IL12RB2",0,0,0,0.11,0.11,0.11,0.06,0.04,0.03,0.05,0.02,0.02,-2.412108629,0.104790506,0.104790506
"LUC7L3",15.29,15.29,15.14,22.33,21.92,22.33,21.99,22.03,21.99,18.03,13.62,15.18,-0.227754329,0.393745249,0.393745249
"POTEB3-2",0,0,0,0,0,0,0,0,0,0,0,0,-3.605549383,0.360345914,0.360345914
