"GeneID","Con_1","Con_2","Con_3","DMEM_1","DMEM_2","DMEM_3","I6_1","I6_2","I6_3","R2_1","R2_2","R2_3","logFC","Pvalue","FDR"
"REEP4",49.83,49.83,49.83,41.88,44.56,40.55,39.55,40.37,39.84,42.36,42.45,42.45,0.236661015,0.068779876,0.068779876
"SLC35C2",23.12,22.81,23.12,18.49,18.49,18.43,20.78,20.78,20.78,21.58,19.02,19.9,0.432339845,4.62e-06,4.62e-06
"GDF9",0.02,0.02,0.02,0.04,0.04,0.04,0.03,0.04,0.04,0.02,0.04,0.03,0.61695563,0.741906949,0.741906949
"REEP2",6.5,6.24,6.95,5.84,6.08,5.6,5.28,5.43,5.43,5.01,5.1,5.01,0.252995507,0.124309134,0.124309134
"ATP6",6799.64,6659.22,6799.64,7823.21,7895.02,7771.87,8777.2,8320.24,7882.28,7429.82,7213.85,7329.59,-0.008647295,0.927337471,0.927337471
"ARL5B",3.15,3.15,2.95,5.87,5.71,6.08,5.66,5.43,5.31,4.96,2.85,3.96,-0.567592023,0.004111775,0.004111775
"ZBTB10",0.74,1.06,0.86,1.56,1.56,1.63,1.3,1.3,1.25,1.43,0.67,1,-0.694735701,0.000307894,0.000307894
"HDGFL2",41.07,40.08,42.56,36.49,36.85,36.85,39.96,40.21,40.13,40.71,41.38,40.99,0.231712737,0.005835462,0.005835462
"CCDC142",2.39,2.79,2.04,2.01,2.2,1.83,1.89,2.07,2.43,2.4,2.07,2.22,0.337863517,0.095216728,0.095216728
"FAM24B-CUZD1",0,0,0,0,0,0,0,0,0,0.18,0.12,0.12,-2.703656064,0.374643626,0.374643626
"ADAMTS1",2.47,2.52,2.47,2.94,2.88,2.94,3.95,3.91,3.91,3.7,3.05,3.42,-0.216872212,0.136072148,0.136072148
"SMIM3",11.03,11.67,11.67,10.33,10.48,10.48,9.86,9.86,9.67,12.94,12.94,12.94,0.229098229,0.176772502,0.176772502
"TCF20-6",0.41,0.41,0.41,0.56,0.56,0.56,0.72,0.32,0.32,0.55,0.51,0.53,-0.316652476,0.304874616,0.304874616
"DUSP8-3",0.34,0.17,0.23,0.18,0.25,0.11,0.24,0.24,0.27,0.19,0.19,0.19,0.543311114,0.383050657,0.383050657
"ZBED5",6.81,6.81,6.66,9.87,9.87,9.87,11.71,9.95,8.4,7,6.62,6.81,-0.337052224,0.012782417,0.012782417
"NBPF10",45.3,44.38,45.3,132.07,85.06,101.85,106.84,106.84,117.26,110.83,82.24,82.24,-0.688551553,2.31e-05,2.31e-05
"ARMCX4",0.32,0.32,0.27,0.45,0.44,0.45,0.59,0.65,0.65,0.55,0.55,0.57,-0.256352282,0.472556045,0.472556045
"ARLNC1",0.94,0.89,1.01,0.83,0.83,0.76,1.59,1.37,1.2,0.93,1.04,1.04,0.106219944,0.79345299,0.79345299
"DNM1L",11.42,11.42,11.13,20.36,18.2,23.17,19.99,19.99,20.13,18.07,12.86,15.92,-0.571527592,0.000326643,0.000326643
"RCOR1",13.48,13.7,13.48,18.49,18.54,18.49,19.07,19.19,19.19,17.89,17.36,18.26,-0.391810432,4.69e-09,4.69e-09
"FAM98B",6.14,6.34,6.34,8.72,8.79,8.86,6.95,7.09,7.09,8.05,6.55,7.46,-0.350641848,0.000316813,0.000316813
"GNG3",0,0,0,0.17,0.17,0.15,0,0,0,0.08,0.08,0.08,-2.527974479,0.263037449,0.263037449
"CNKSR3",7.55,7.51,7.55,10.08,10.46,9.32,9.21,9.21,9.21,9.33,9.01,9.16,-0.222498306,0.052364488,0.052364488
"TULP4",0.82,0.94,0.94,1.48,1.48,1.55,1.49,1.57,1.53,1.33,1.17,1.27,-0.333841353,0.198603142,0.198603142
"MTERF3",8.99,9.72,10.34,11.8,10.58,12.96,12.4,11.7,10.38,10.01,10.2,10.07,-0.196846495,0.234784733,0.234784733
"AP2B1",118.9,118.9,118.9,149.44,149.61,149.61,157.01,158.17,159.7,148.49,152.31,150.54,-0.289883126,8.83e-09,8.83e-09
"WDR48",5.65,6.11,5.65,7.71,7.55,7.71,6.76,6.9,6.9,6.67,5.03,5.73,-0.46247727,0.000711399,0.000711399
"MED1",7.49,7.89,7.89,13.07,12.91,13.21,11.98,12.41,13.2,11.35,9.17,10.36,-0.596253206,1.09e-10,1.09e-10
"TMEM74B",0.15,0.15,0.15,0.05,0.05,0.07,0,0,0,0.05,0.05,0.05,2.061015553,0.207234043,0.207234043
"RIMS3",0.67,0.69,0.73,0.73,0.57,0.91,0.7,0.7,0.7,0.54,0.54,0.54,0.008316129,0.975592445,0.975592445
"ZBED4",4.39,4.39,4.38,5.45,5.45,5.51,6.32,6.01,5.63,5.53,5.53,5.53,-0.122770686,0.235624741,0.235624741
"PLEKHA1",2.31,2.47,2.47,3.79,4.24,3.51,3.85,3.85,3.85,3.39,3.39,3.39,-0.435672895,0.02530151,0.02530151
"SPTBN4",0.03,0.03,0.03,0.05,0.07,0.03,0.02,0.02,0.02,0.06,0.06,0.06,-0.496061246,0.589928038,0.589928038
"ADGRG3",0,0,0,0,0,0,0,0,0,0,0,0,1.13719805,0.780480655,0.780480655
"SNHG4",7.87,7.87,6.89,10.27,9.6,9.94,10.11,9.41,8.59,9.4,9.19,9.09,-0.151281996,0.394891225,0.394891225
"RFC1",5.86,6.11,6.11,11.19,10.74,11.64,10.14,10.8,11.19,9.45,6.6,7.86,-0.590392022,0.000146709,0.000146709
"CAMK2B",0.02,0.01,0.02,0.17,0.09,0.14,0.02,0.02,0.02,0.05,0.05,0.05,-0.518881874,0.656338482,0.656338482
"COX7A2L",102.96,101.1,102.96,95.14,93.48,92.1,79.7,77.42,78.87,100.29,98.84,97.86,0.327810296,0.000181154,0.000181154
"FBXO7",50.3,50.3,50.18,53.68,56.07,52.24,58.39,52.29,47.82,56.16,56.16,55.79,-0.003148095,0.964907757,0.964907757
"SHLD2",7.32,7.32,6.26,12.01,11.25,12.43,9.5,9.5,9.73,8.56,6.37,7.24,-0.486172957,0.008203162,0.008203162
"ACAP1-2",0.01,0.01,0.02,0.02,0.03,0.01,0.02,0.02,0.01,0.01,0.01,0.01,-0.754520541,0.835091675,0.835091675
"CYP11A1-2",0.44,0.43,0.44,0.5,0.31,0.66,0.25,0.3,0.3,0.35,0.53,0.42,-0.063817619,0.916575618,0.916575618
"TRUB2",18.22,17.12,19.19,13.35,13.35,13.02,15.03,15.12,15.03,17.45,17.76,17.45,0.453227604,4.19e-05,4.19e-05
"RCN1",104.82,105.82,104.82,130.83,130.83,130.83,127,127.16,127.16,121.8,117.85,120.59,-0.250433483,1.36e-06,1.36e-06
"MYH10",4.16,5.22,4.74,6.71,6.79,6.74,6.86,7.12,7.34,5.94,5.09,5.6,-0.447800772,4.61e-06,4.61e-06
"THAP3",14.48,14.48,14.48,11.9,11.9,12.02,11.78,12.61,12.05,12.09,12.09,11.96,0.368699034,0.015970108,0.015970108
"DGCR11",1.74,2.5,2.17,2,1.76,2.25,2.7,2.79,2.7,1.81,2.65,2.28,0.167186374,0.548739227,0.548739227
"PPP1R11-5",1.5,1.06,1.06,1.19,2.24,0.5,1.32,0.64,0.64,0,0,0,-0.325759952,0.67705817,0.67705817
"PLPPR3",0.06,0.11,0.06,0.02,0.04,0.02,0.09,0.09,0.09,0.16,0.09,0.09,1.488556071,0.487516866,0.487516866
"MAPK4",0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,1.13719805,0.780480655,0.780480655
"FAM186B",0.1,0.31,0.22,0.09,0.1,0.07,0.15,0.17,0.16,0.35,0.31,0.31,1.295259541,0.151582494,0.151582494
"IP6K1",39.79,38.13,38.13,31.85,31.85,32.02,30.71,31.83,32.46,33.62,34.04,33.62,0.31767437,0.001421445,0.001421445
"BPIFA2",0,0,0,0.06,0.06,0.06,0,0,0,0.06,0.12,0.06,0.917316687,0.772338061,0.772338061
"KIF21B",0.19,0.19,0.2,0.17,0.19,0.19,0.24,0.18,0.12,0.15,0.2,0.18,-0.087233879,0.854433617,0.854433617
"CORO7",9.99,9.64,9.64,8.03,8.03,8.03,7.17,8.25,7.55,6.95,8,6.42,0.166206012,0.413070786,0.413070786
"SETD9",2.9,2.9,2.8,2.6,3.48,1.96,3.37,3.47,3.47,3.92,2.76,3.53,0.014314343,0.968717659,0.968717659
"RGS17",0.14,0.14,0.11,0.26,0.26,0.26,0.18,0.25,0.31,0.15,0.26,0.21,-0.144911849,0.800262501,0.800262501
"SLC22A18-2",1.63,1.53,1.63,1.62,1.54,1.54,1.04,1.09,1.2,1.04,1.72,1.51,0.404109598,0.344896835,0.344896835
"ZNF584",12.2,12.2,11.99,12.08,15.01,10.42,14.58,14.58,14.57,13.9,12.86,13.26,-0.072420353,0.588514682,0.588514682
"GPAT3",16.27,18,16.91,19.28,19.14,19.08,21.77,22.81,23.76,18.95,17.78,18.45,-0.123535424,0.129083479,0.129083479
"HS3ST5",0.09,0.18,0.09,0.03,0.03,0.03,0.1,0.1,0.19,0.01,0.01,0.01,1.622631016,0.206799063,0.206799063
"HSBP1L1",11.97,13.04,13.8,10.99,12.03,9.81,10.77,10.77,10.43,10.85,10.85,11.25,0.294571798,0.21082187,0.21082187
"PCDHB2-2",0.23,0.23,0.22,0.33,0.34,0.33,0.33,0.34,0.33,0.24,0.29,0.27,-0.290551612,0.557051722,0.557051722
"SLC36A2",0,0,0,0,0,0,0,0,0,0,0,0,1.898634129,0.639269758,0.639269758
"CNPY3",87.16,80.2,93.47,70.17,73.49,66.36,69.49,71.55,75.77,79.02,79.62,79.02,0.417129569,2.79e-05,2.79e-05
"TKTL2",0,0,0,0,0,0,0,0,0,0,0,0,-0.786355302,0.847184675,0.847184675
"JADE1",5.91,7.69,6.78,8.76,8.63,8.76,8.54,8.54,8.46,8.14,7.82,8.14,-0.343558445,0.002994318,0.002994318
"PHF5A",84.97,84.97,84.97,70.07,70.81,70.07,60.38,58.6,58.6,71.61,79.34,75.76,0.36505433,2.5e-05,2.5e-05
"CYTH1",11.78,12,12,14.07,14.07,14.07,13.05,13.05,12.96,14.05,14.35,14.69,-0.106228979,0.239641691,0.239641691
"INSIG1-DT",0.75,2.12,1.35,0.95,0.98,0.98,1.16,1.16,1.16,1.34,1.3,1.42,0.331515334,0.51400091,0.51400091
"FKBP8",240.74,233.32,233.32,162.95,162.95,163.55,151.79,157.53,161.36,166.57,166.88,166.57,0.528695163,1.77e-05,1.77e-05
"LSM14B",33.2,32.65,32.65,32.83,34.67,31.34,35.4,35.51,35.51,38.46,38.72,38.46,0.035951885,0.685049087,0.685049087
"MAPK11",4.04,3.78,4.04,3.42,3.34,3.34,2.74,2.6,2.54,2.97,2.97,2.97,0.456832899,0.038642573,0.038642573
"GPRIN3",0,0,0,0,0,0,0,0,0,0.02,0.02,0.02,1.099785858,0.750036389,0.750036389
"DUSP23",89.75,79.4,96.07,54.52,54.52,55.57,52.05,52.05,51.64,62.35,62.35,62.35,0.796138763,9.78e-10,9.78e-10
"PDCD2L-2",10.9,10.86,10.9,9.25,9.39,9.25,10.8,10.8,10.8,10.64,10.64,11.05,0.405612582,0.028405469,0.028405469
"NOP58",18.36,18.98,18.98,28,26,30.62,29.31,29.31,29.31,22.69,19.45,21.12,-0.387360706,0.00143791,0.00143791
"LOXL2",129.37,121.47,134.9,138.22,138.93,138.22,129.79,131.24,128.98,129.13,129.13,129.13,-0.01617703,0.837221302,0.837221302
"PYROXD2",5.07,5.04,4.99,4.23,4.1,4.23,3.78,3.78,3.83,3.95,3.95,3.77,0.260284424,0.126594711,0.126594711
"PLEKHJ1",92.7,75.6,87.19,57.57,58.59,59.8,59.86,61.11,61.75,69.71,69.71,69.71,0.630643546,2.53e-07,2.53e-07
"KLHL13",0,0,0,0.08,0.1,0.08,0.11,0.11,0.15,0.05,0.03,0.03,-3.336467462,0.111197715,0.111197715
"PAX8",1.8,1.36,1.58,1.43,1.58,1.23,1.88,1.66,1.55,1.6,1.16,1.43,0.248875887,0.334250747,0.334250747
"HERC3",3.75,4.02,4.02,5.82,5.87,5.87,6.04,6.09,6.09,6.97,5.44,6.28,-0.35459536,0.031235802,0.031235802
"SCRN3",2.48,3.01,2.81,4.14,4.14,4.14,3.5,3.5,3.55,3.28,3.16,2.9,-0.435469757,0.00639417,0.00639417
"MED24",40.36,40.36,40.36,34.87,34.87,34.85,33.25,34.81,36.98,35.97,35.97,35.97,0.229553831,0.029031063,0.029031063
"MARCHF9",5.02,5.02,5.02,3.37,3.88,3.08,3.67,3.61,3.67,4.2,4.2,4.29,0.546958545,0.008543715,0.008543715
"VSTM1-7",0,0,0,0.03,0.03,0.02,0,0,0,0,0,0,-2.260946697,0.571433919,0.571433919
"ACAP3",10.06,10.31,10.31,7.48,7.42,7.48,8.41,8.27,8.41,8.86,7.77,8.46,0.559707663,2.93e-06,2.93e-06
"ZNF462",1.46,2.2,1.72,2.5,2.41,2.68,2.55,2.53,2.55,2.09,2.04,2.04,-0.350517906,0.076467404,0.076467404
"SAP30L",11.86,9.23,10.47,8.73,8.75,8.75,10.37,10.37,10.37,9.17,9.17,9.17,-0.092874853,0.378541032,0.378541032
"TSPAN5-DT",0.21,0.21,0.24,0.15,0.1,0.2,0.12,0.18,0.28,0.06,0.12,0.09,0.372197674,0.71378361,0.71378361
"TMEM50A",40.17,42.46,41.23,50.23,49.86,50.5,51.95,51.4,50.23,54.3,46.64,50.65,-0.200054786,0.001739075,0.001739075
"SYTL5",0.01,0.01,0.01,0.05,0.05,0.05,0.02,0.02,0.01,0,0,0,-0.793281285,0.587649557,0.587649557
"CFAP68",3.34,2.31,4.1,2.38,2.5,2.5,2.19,2.18,2.19,3.06,2.72,3.06,0.408921451,0.167998071,0.167998071
"SIRT1",3.62,3.62,3.38,6.46,6.46,6.39,6.52,6.52,6.61,4.32,3.97,4.32,-0.642656879,2.31e-05,2.31e-05
"LMO1",0.17,0.09,0.09,0.05,0.05,0.07,0,0,0,0.09,0.09,0.09,-0.172807048,0.928969341,0.928969341
"TAS2R5",0.33,0.33,0.33,0.05,0.05,0.05,0,0,0,0.05,0.05,0.05,3.301396175,0.027560652,0.027560652
"FITM2",12.59,12.59,12.97,12.89,12.89,13.06,14.17,14.55,13.77,14.04,14.5,14.24,0.016867132,0.86191285,0.86191285
"TRIM71-2",0,0,0,0.01,0.01,0.02,0.005,0.005,0.005,0.005,0.005,0.005,-2.625465708,0.508988705,0.508988705
"SEC31B",0.12,0.19,0.19,0.19,0.12,0.31,0.15,0.2,0.2,0.23,0.23,0.25,0.311745297,0.652970926,0.652970926
"HEPN1",0,0,0,0,0,0,0,0,0,0,0,0,1.898634129,0.639269758,0.639269758
"CHMP4A-2",14.06,14.15,14.15,15.19,15.19,15.16,18.87,18.87,19.39,17.63,15.89,16.55,0.035710314,0.825315274,0.825315274
"CNGA4",0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0.768837316,0.771617839,0.771617839
"FBXW9",6.05,6.3,5.66,5.03,5.03,5.13,4.16,3.8,3.2,3.84,3.23,3.57,0.387699812,0.039432056,0.039432056
"ECM2-2",0,0,0,0,0,0,0,0,0,0.005,0.005,0.005,4.880808146,0.174217049,0.174217049
"RPL13A",2330.64,2330.64,2399.94,1723.96,1778.64,1674.85,1568.95,1607,1653.64,1915.13,2032.31,1974.29,0.501307892,7.82e-10,7.82e-10
"HMGN4",21.58,25.24,22.73,25.77,26.09,25.19,26.87,27.22,27.22,25.18,27.87,26.73,-0.066954338,0.454821508,0.454821508
"REV1",1.72,1.72,1.53,2.9,2.65,3.13,2.73,2.8,2.8,1.88,1.88,1.87,-0.429062214,0.105095557,0.105095557
"CCDC14",3.64,3.64,2.89,7.67,7.67,7.93,6.52,6.47,6.52,4.65,4.74,4.8,-0.276178869,0.613475733,0.613475733
"ZNF311-5",0.12,0.12,0.12,0.23,0.11,0.15,0.2,0.2,0.32,0.07,0.07,0.07,0.171888149,0.867896818,0.867896818
"EPHX3",0.07,0.23,0.15,0.06,0.06,0.06,0.03,0.03,0.03,0.03,0.03,0.03,0.687605918,0.540403838,0.540403838
"CD2BP2-DT",0.76,0.76,0.76,0.47,0.51,0.41,0.51,0.45,0.36,0.59,0.62,0.65,0.389362447,0.480322903,0.480322903
"PLCZ1",0.13,0.13,0.15,0.07,0.09,0.07,0,0,0,0.03,0.03,0.03,0.649652639,0.731566081,0.731566081
"GDF11",7.32,7,7.32,7.63,7.43,7.32,7.97,8.89,8.47,8.42,7.66,8.09,-0.124959225,0.17074939,0.17074939
"RAP2C",9.28,9.92,8.29,11.65,11.14,12.82,11.75,11.97,12.35,10.45,8.37,9.38,-0.286678747,0.007533781,0.007533781
"CCDC96",1.51,1.69,1.42,1.91,2.21,1.61,2.31,2.48,2.05,2.21,2.46,2.21,-0.229181767,0.446004841,0.446004841
"TMEM14B-DT",0,0,0,0.06,0.06,0.06,0,0,0,0.23,0.18,0.18,-0.754813962,0.838575377,0.838575377
"ZNF230-DT",0,0,0,0,0,0,0,0,0,0.015,0.015,0.015,1.786022057,0.654207259,0.654207259
"HSDL2",15.69,15.69,14.18,25.63,25.81,25.63,21.28,21.25,21.28,17.26,13.65,15.19,-0.650935376,6.54e-06,6.54e-06
"GATA3",4.22,3.28,2.65,4.23,4.64,3.39,3.91,3.5,3.19,3.32,3.33,3.33,-0.18153121,0.465191732,0.465191732
"LPAR4",0.01,0.01,0.01,0,0,0,0,0,0,0.01,0.01,0.01,2.102552658,0.602043353,0.602043353
"TMEM45B",3.62,2.7,3.17,3.4,3.91,3.57,4.42,4.21,3.98,3.76,4.09,3.38,-0.126273862,0.594954112,0.594954112
"RILPL2",23.33,22.96,23.33,23.82,23.82,23.82,19.95,19.85,19.95,22.43,23.51,23.17,0.100084674,0.374303997,0.374303997
"CACNA1B",0,0,0,0,0,0,0,0,0,0,0,0,2.04605018,0.612272264,0.612272264
"EDRF1-DT",1.73,2,2,2.12,1.3,2.7,1.5,1.37,1.56,2.11,1.9,2.36,-0.060661296,0.920560795,0.920560795
"NUDT2",45.54,37.23,41.68,32.77,32.77,32.77,34.84,32.89,29.32,35.35,40.44,38.66,0.456372847,0.002032036,0.002032036
"ST6GAL1",2.17,2.32,1.99,3.12,2.99,3.2,2.32,2.31,2.32,2.67,2.22,2.49,-0.416468398,0.010235853,0.010235853
"TNFRSF14",4.18,4.18,4.15,3.26,2.85,3.6,3.22,3.2,3.2,3.13,3.9,3.66,0.552533317,0.024407129,0.024407129
"GOLGA8S-2",0,0,0,0.05,0.04,0.02,0,0,0,0,0,0,-4.155389232,0.074219663,0.074219663
"CSF2RA",21.68,23.04,21.68,22.92,22.92,25.21,22.88,22.28,23.19,21.01,21.89,19.84,-0.060433184,0.707414405,0.707414405
"PSG2",0.04,0.14,0.08,0.11,0.04,0.07,0,0,0,0.095,0.095,0.095,0.951388542,0.559347889,0.559347889
"KLHDC4",7.3,7.73,6.56,6.14,5.78,6.88,6.95,7.02,7.02,7.31,7.31,7.31,0.174144658,0.148186213,0.148186213
"GPR78",0,0,0,0,0,0,0.02,0.02,0.02,0.01,0.01,0.01,-1.233270642,0.757787717,0.757787717
"ATG16L2",3.53,4.91,2.91,3.55,3.28,4.1,2.78,3.15,3.31,3.02,3.56,3.25,0.1291454,0.596838222,0.596838222
"COMMD6",18.97,18.97,17.99,13.87,13.71,14.23,10.98,11.45,12.13,15.38,19.38,17.89,0.75902961,1.07e-07,1.07e-07
"FMO4",0.19,0.28,0.19,0.51,0.63,0.51,0.16,0.16,0.19,0.05,0.06,0.06,-1.924482203,0.125995714,0.125995714
"DIPK1A",5.97,6.27,5.97,8.2,7.95,8.34,6.86,7.5,8.18,7.05,7.15,7.26,-0.434316679,0.004968709,0.004968709
"PSMB10",63.49,50.51,58.32,42.6,40.83,44.8,33.09,36.61,38.44,38.75,41.97,40.47,0.518327813,0.0002839,0.0002839
"FBLN5",0.55,0.69,0.99,0.47,0.38,0.57,0.52,0.51,0.52,0.49,0.49,0.48,0.736657891,0.12693649,0.12693649
"TMOD2",0.21,0.23,0.23,0.37,0.3,0.44,0.44,0.43,0.43,0.24,0.15,0.24,-0.325120048,0.394157529,0.394157529
"THAP12",12.42,12.42,11.62,20.4,18.28,22.82,20.68,20.09,19.7,17.18,13.29,15.56,-0.487129329,0.000453144,0.000453144
"LRRC1",3.84,3.84,3.75,5.28,5.62,4.65,4.6,4.6,4.48,5.13,4.33,4.58,-0.310664852,0.048922992,0.048922992
"USP12",6.05,6.34,6.34,10.28,8.5,11.49,8.77,9.14,9.8,8.31,5.77,6.79,-0.474340829,0.002644798,0.002644798
"ZNF445",2.29,2.29,2.29,2.65,2.66,2.65,2.82,2.93,3.07,2.47,2.43,2.47,-0.153377574,0.172882812,0.172882812
"USHBP1",0.02,0.02,0.02,0.03,0.05,0.02,0.02,0.02,0.02,0,0,0,-0.845017387,0.630483344,0.630483344
"TBK1",5.1,5.1,4,9.2,8.11,9.98,8.12,8.12,8.12,7.47,6.19,7.05,-0.593441069,0.008631425,0.008631425
"RFX3",0.2,0.36,0.11,0.27,0.28,0.29,0.57,0.57,1.02,0.18,0.18,0.18,-0.268626299,0.586936652,0.586936652
"GUCY1A1",0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,1.13719805,0.780480655,0.780480655
"TEX48",0.41,0.19,0.32,0.37,0.89,0.37,0.15,0.1,0.2,0.38,0.76,1.07,-0.235602396,0.876042294,0.876042294
"WDR35-DT",0,0,0,0.05,0.06,0.05,0.05,0.05,0.11,0,0,0,-1.717607262,0.670322572,0.670322572
"TMEM161A",21.82,17.47,19.54,16.47,16.47,15.93,17.51,17.51,17.48,16.82,16.98,16.98,0.342624463,0.030650619,0.030650619
"ADAM10",14.15,14.58,14.58,29.93,29.93,30.35,26.77,24.42,22.22,27.16,14.22,20.13,-0.672007022,8.3e-07,8.3e-07
"TUSC2",39.94,33,36.05,28.95,27.63,30.81,28.18,27.1,25.91,28.93,30.16,31.78,0.406722889,0.001535962,0.001535962
"TBC1D25",15.81,15.81,15.81,12.97,12.39,12.97,13.83,13.83,13.87,14.15,14.15,14.09,0.260059363,0.045188032,0.045188032
"SLC2A6-2",8.28,8.28,8.28,5.56,5.6,5.6,5.78,5.72,5.78,5,5.51,5.2,0.472899279,0.027279699,0.027279699
"FAM120A",45.9,47.3,48.69,59.5,59.5,59.31,66.45,64.93,63.47,57.95,57.42,57.73,-0.268508896,8.31e-06,8.31e-06
"CHP2",0,0,0,0,0,0,0,0,0,0,0,0,-0.786355302,0.847184675,0.847184675
"CCT3",319.83,319.83,319.83,296.67,307.9,288.38,319.25,311.47,305.01,333.15,353.52,342.06,0.176569418,0.001679139,0.001679139
"MCRS1",93.94,72.64,84.37,59.56,58.94,60.25,61.03,61.99,61.03,63.95,63.95,63.95,0.548510966,1.2e-06,1.2e-06
"APBB3",2.1,2.54,1.64,2.22,2.22,2.22,1.77,1.76,1.77,2.54,2.54,2.54,0.045191936,0.873826244,0.873826244
"CACNA1F",0.02,0.02,0.02,0.02,0.02,0.02,0.04,0.04,0.05,0.01,0.01,0.01,1.275954116,0.537678001,0.537678001
"SLCO1B3",8.47,10.71,7.5,10.44,10.98,10.66,10.36,10.36,10.47,6.51,6.01,6.51,-0.159642007,0.259824157,0.259824157
"KIF24",3.55,4.01,2.97,4.41,4.2,4.78,4.32,4.27,4.32,4.58,4.05,4.33,-0.231975914,0.094415594,0.094415594
"TBCCD1",2.92,2.97,2.97,3.91,3.79,3.79,3.35,3.35,3.35,2.37,3.83,3.15,-0.210883267,0.237745519,0.237745519
"GOSR1",8.13,7.84,7.68,10.42,9.88,11.04,10.12,10.12,10.12,8.81,9.31,9.12,-0.326576397,0.0008615,0.0008615
"TRIM17",0.06,0.05,0.06,0.03,0.03,0.03,0.03,0.06,0.1,0.04,0.08,0.06,2.953474648,0.084159783,0.084159783
"ZFHX4",0.34,0.56,0.41,0.81,0.81,0.83,0.65,0.68,0.73,0.54,0.54,0.54,-0.765256388,0.000969538,0.000969538
"RBM23",26.62,28.54,26.62,25.78,25.78,25.78,26.23,26.23,26.44,24.9,28.07,26.77,0.084553803,0.29672275,0.29672275
"FAM169A",0.56,0.97,0.7,1.4,1.06,1.61,0.89,0.99,1.16,1.34,0.74,0.97,-0.811481025,0.005420937,0.005420937
"RUNX2",5.55,5.71,5.71,6.55,6.29,6.55,6.55,6.7,6.97,6.73,5.32,6.14,-0.413683445,0.002614777,0.002614777
"CMTM8",5.54,4.01,6.42,5.54,6.59,4.65,4.89,4.39,4.17,5.25,5.31,5.31,0.015981816,0.958632596,0.958632596
"ALKBH5",76.82,71.94,74.77,66.59,66.64,66.48,75.86,76.2,76.2,76.81,81.36,78.26,0.243751007,0.0010673,0.0010673
"TMBIM6",346.62,346.62,350.29,365.62,366.21,366.21,370.85,365.43,359.35,393.03,394.8,394.8,-0.01789119,0.789918111,0.789918111
"KLHL17",4.34,4.1,4.55,3.56,3.57,3.57,3.59,3.66,3.66,4.13,4.13,4.13,0.346639315,0.069086044,0.069086044
"ASIC3",0.59,0.97,1.14,1.3,1.31,1.3,0.67,0.67,0.67,0.4,0.42,0.42,-0.423651342,0.294460543,0.294460543
"VPS18",17.33,17.33,18.19,12.67,12.2,12.67,14.36,14.47,14.36,15.56,15.68,15.56,0.43797228,0.001464587,0.001464587
"SNHG28",1.3,1.3,1.3,0.92,0.84,0.92,0.39,0.64,1.11,0.8,1.65,1.19,0.356350033,0.390340699,0.390340699
"UBE2W",3.57,3.57,2.95,4.39,4.39,4.39,3.51,3.91,4.15,2.61,2.61,2.54,-0.211144477,0.139186256,0.139186256
"DAPK2",0.74,0.68,0.56,0.75,0.79,0.75,0.74,0.77,0.7,0.75,0.76,0.75,-0.117851044,0.755701368,0.755701368
"NME1",404.55,404.55,404.55,314.04,322.84,299.56,323.56,323.56,322.05,378.88,398,386.86,0.437666213,1.46e-07,1.46e-07
"SEC11C",21.42,21.92,21.92,21.14,21.14,20.91,19.25,22,26.34,27.76,26.6,27.21,0.163050454,0.340841933,0.340841933
"CNOT11",15.02,15.35,15.35,17.51,18.34,17.8,17.74,17.68,17.63,18.2,18.51,18.32,-0.120628109,0.23175347,0.23175347
"NR1I2",0,0,0,0,0,0,0,0,0,0,0,0,1.13719805,0.780480655,0.780480655
"SERTAD2",12.97,13.73,12.49,18.26,18.26,18.26,19.9,19.95,19.9,16.39,16.01,16.39,-0.393576802,3.56e-09,3.56e-09
"AGAP4",1.05,1.3,1.3,2.34,2.34,2.34,1.88,1.62,1.39,1.56,1.32,1.44,-0.230461822,0.512169196,0.512169196
"RASL10A",0.25,0.33,0.25,0.08,0.13,0.11,0.09,0.2,0.25,0.16,0.24,0.16,1.223670273,0.29528883,0.29528883
"ZFP28-DT",1.18,1.18,1.33,0.31,0.32,0.32,0.17,0.17,0.17,0.4,0.54,0.4,1.180416943,0.271569672,0.271569672
"FAM106B",0,0,0,0.07,0.07,0.16,0.12,0.12,0.12,0.06,0.06,0.06,1.569528292,0.528753846,0.528753846
"PROSER1",5.86,6.45,6.99,9.74,8.77,10.62,10.44,9.92,9.52,8.84,8.84,8.84,-0.519801609,3.1e-05,3.1e-05
"MRPS2",112.48,95.27,106.49,78.05,84.11,73.89,87.56,88.31,87.56,85.63,86.22,86.22,0.511652886,4.46e-06,4.46e-06
"TMEM170A",3.5,4.24,2.86,4.87,4.64,5.4,4.68,4.75,4.78,4.07,4.03,4.07,-0.4231726,0.010129233,0.010129233
"FAM3A",53.02,41.03,47.1,35.01,35.01,35.01,35.06,35.06,35.06,38.65,34.65,36.3,0.527660904,7.88e-05,7.88e-05
"CITED1",1.19,1.36,1.29,1.4,1.24,1.4,1.37,1.27,1.27,0.66,0.6,0.6,-0.183435923,0.734692212,0.734692212
