GeneID,logFC,Pvalue,FDR,Up/Down-Regulation,Gene_name
PDCD4-AS1,-0.04307684,0.96343317,0.96343317,*,PDCD4-AS1
PDCD5,0.11440866,0.248842188,0.248842188,*,PDCD5
PDCD6,-0.149527387,0.058358298,0.058358298,*,PDCD6
PDCD6-AHRR,0.04995367,0.97764656,0.97764656,*,PDCD6-AHRR
PDCD6-DT,-1.005262704,0.805404059,0.805404059,*,PDCD6-DT
PDCD6IP,0.061798437,0.342045013,0.342045013,*,PDCD6IP
PDCD6IP-DT,0.490465365,0.088948439,0.088948439,*,PDCD6IP-DT
PDCD7,-0.048536216,0.68856287,0.68856287,*,PDCD7
PDCL,0.032902147,0.775285314,0.775285314,*,PDCL
PDCL3,0.271460452,0.066480479,0.066480479,*,PDCL3
PDE10A,1.421244213,0.562916766,0.562916766,*,PDE10A
PDE11A,-0.813721723,0.254458576,0.254458576,*,PDE11A
PDE12,0.020914493,0.857474728,0.857474728,*,PDE12
PDE1A,-3.313807985,0.043805601,0.043805601,Down,PDE1A
PDE1C,-0.261088269,0.321795696,0.321795696,*,PDE1C
PDE2A,0.127609088,0.91795979,0.91795979,*,PDE2A
PDE2A-AS2,0.980403792,0.689361453,0.689361453,*,PDE2A-AS2
PDE3B,0.593286848,0.517350152,0.517350152,*,PDE3B
PDE4A,-0.140531338,0.2057917,0.2057917,*,PDE4A
PDE4B,0.015540468,0.949199374,0.949199374,*,PDE4B
PDE4C,0.408587415,0.706811352,0.706811352,*,PDE4C
PDE4D,-0.337733024,0.231185153,0.231185153,*,PDE4D
PDE4DIP,-0.161222706,0.094186325,0.094186325,*,PDE4DIP
PDE5A,0.112410969,0.072996997,0.072996997,*,PDE5A
PDE6A,-0.424587359,0.860696028,0.860696028,*,PDE6A
PDE6B,-0.465131589,0.83965441,0.83965441,*,PDE6B
PDE6D,0.181202833,0.179580338,0.179580338,*,PDE6D
PDE6G,1.017556509,0.488895089,0.488895089,*,PDE6G
PDE7A,-0.056030836,0.80470928,0.80470928,*,PDE7A
PDE7B,0.107964989,0.618255282,0.618255282,*,PDE7B
PDE8A,0.320645701,0.008474693,0.008474693,*,PDE8A
PDE8B,-0.366560143,0.778757139,0.778757139,*,PDE8B
PDE9A,-0.104985473,0.569696529,0.569696529,*,PDE9A
PDE9A-AS1,1.75409309,0.664418947,0.664418947,*,PDE9A-AS1
PDF,0.145286912,0.414808928,0.414808928,*,PDF
PDGFA,-0.235067663,0.352342896,0.352342896,*,PDGFA
PDGFA-DT,0.918290647,0.821944146,0.821944146,*,PDGFA-DT
PDGFB,-0.348316617,0.537883829,0.537883829,*,PDGFB
PDGFC,0.002427858,0.977033222,0.977033222,*,PDGFC
PDGFD,-0.702658196,0.003984149,0.003984149,*,PDGFD
PDGFRA,-0.030692294,0.635927877,0.635927877,*,PDGFRA
PDGFRB,-0.175275523,0.000126466,0.000126466,*,PDGFRB
PDGFRL,-0.176008769,0.292969374,0.292969374,*,PDGFRL
PDHA1,0.029537612,0.699147068,0.699147068,*,PDHA1
PDHB,-0.204769616,0.00739481,0.00739481,*,PDHB
PDHX,0.142360401,0.210491091,0.210491091,*,PDHX
PDIA2,-1.005262704,0.805404059,0.805404059,*,PDIA2
PDIA3,0.044349117,0.372494867,0.372494867,*,PDIA3
PDIA4,-0.021595525,0.618315906,0.618315906,*,PDIA4
PDIA5,-0.009364948,0.931274423,0.931274423,*,PDIA5
PDIA6,0.062299271,0.203553799,0.203553799,*,PDIA6
PDIK1L,0.758845701,0.068463124,0.068463124,*,PDIK1L
PDK1,0.4723751,5.19E-05,5.19E-05,*,PDK1
PDK2,0.025812686,0.811961529,0.811961529,*,PDK2
PDK3,0.422617927,0.380462448,0.380462448,*,PDK3
PDK4,0.214769101,0.492546677,0.492546677,*,PDK4
PDK4-AS1,-1.509353598,0.649508841,0.649508841,*,PDK4-AS1
PDLIM1,-0.099145012,0.07796814,0.07796814,*,PDLIM1
PDLIM2,-0.069748201,0.425397088,0.425397088,*,PDLIM2
PDLIM3,0.327152402,0.196386542,0.196386542,*,PDLIM3
PDLIM4,0.096828855,0.270953804,0.270953804,*,PDLIM4
PDLIM5,0.02857531,0.728980381,0.728980381,*,PDLIM5
PDLIM7,-0.050037941,0.498609547,0.498609547,*,PDLIM7
PDP1,-0.002714764,0.981918692,0.981918692,*,PDP1
PDP2,-0.253759562,0.080878655,0.080878655,*,PDP2
PDPK1,0.007167197,0.932651994,0.932651994,*,PDPK1
PDPN,-1.939105817,0.630783075,0.630783075,*,PDPN
PDPR,-0.085122538,0.272922779,0.272922779,*,PDPR
PDRG1,0.031054834,0.812058753,0.812058753,*,PDRG1
PDS5A,0.09135231,0.345884339,0.345884339,*,PDS5A
PDS5B,0.392097836,0.008080194,0.008080194,*,PDS5B
PDSS1,0.249902049,0.265410403,0.265410403,*,PDSS1
PDSS2,0.120778942,0.456727742,0.456727742,*,PDSS2
PDXDC1,-0.174819744,0.073550758,0.073550758,*,PDXDC1
PDXDC1-2,-0.082215784,0.309632458,0.309632458,*,PDXDC1
PDXK,0.082558647,0.18889169,0.18889169,*,PDXK
PDXP,0.18927367,0.127445468,0.127445468,*,PDXP
PDXP-DT,0.945190702,0.814360322,0.814360322,*,PDXP-DT
PDZD11,0.034315922,0.684844968,0.684844968,*,PDZD11
PDZD2,0.124280525,0.91131572,0.91131572,*,PDZD2
PDZD4,-1.161092946,0.155769326,0.155769326,*,PDZD4
PDZD7,-0.432206571,0.547005347,0.547005347,*,PDZD7
PDZD8,0.192109442,0.110730777,0.110730777,*,PDZD8
PDZD9,0.918290647,0.821944146,0.821944146,*,PDZD9
PDZD9-2,0.918290647,0.821944146,0.821944146,*,PDZD9
PDZK1,-0.061819429,0.894361529,0.894361529,*,PDZK1
PDZRN3,-0.243871652,0.073331494,0.073331494,*,PDZRN3
PDZRN3-AS1,-0.048510219,0.94045179,0.94045179,*,PDZRN3-AS1
PEA15,-0.138427782,0.000276833,0.000276833,*,PEA15
PEAK1,-0.146512773,0.072518487,0.072518487,*,PEAK1
PEAK3,1.11405407,0.469002957,0.469002957,*,PEAK3
PEAR1,0.015889449,0.835274979,0.835274979,*,PEAR1
PEBP1,-0.067426368,0.274959486,0.274959486,*,PEBP1
PEBP4,-1.005262704,0.805404059,0.805404059,*,PEBP4
PECAM1,-0.976117864,0.790821267,0.790821267,*,PECAM1
PECR,-0.403319371,0.148474079,0.148474079,*,PECR
PEDS1,-0.039953309,0.676515896,0.676515896,*,PEDS1
PEDS1-UBE2V1,-0.328330042,0.057417036,0.057417036,*,PEDS1-UBE2V1
PEF1,-0.065584726,0.444497498,0.444497498,*,PEF1
PEF1-AS1,1.831459451,0.552779081,0.552779081,*,PEF1-AS1
PEG10,0.057844149,0.559878151,0.559878151,*,PEG10
PEG13,-0.035035287,0.957218382,0.957218382,*,PEG13
PELATON,-3.080912246,0.209769765,0.209769765,*,PELATON
PELI1,0.432849794,0.240510058,0.240510058,*,PELI1
PELI2,-0.096908948,0.724874187,0.724874187,*,PELI2
PELI3,0.122005329,0.578273142,0.578273142,*,PELI3
PELO,-0.142518824,0.027248801,0.027248801,*,PELO
PELP1,0.034221923,0.70382974,0.70382974,*,PELP1
PELP1-DT,0.918290647,0.821944146,0.821944146,*,PELP1-DT
PEMT,0.183812811,0.226110448,0.226110448,*,PEMT
PENK,0.237788427,0.563217867,0.563217867,*,PENK
PEPD,-0.029119245,0.734167696,0.734167696,*,PEPD
PER1,-0.254388499,0.178054508,0.178054508,*,PER1
PER2,0.059630094,0.800046649,0.800046649,*,PER2
PER3,-0.035952226,0.836764758,0.836764758,*,PER3
PERM1,0.918290647,0.821944146,0.821944146,*,PERM1
PERP,-0.106650245,0.119682511,0.119682511,*,PERP
PES1,0.066408241,0.36707423,0.36707423,*,PES1
PET100,-0.252296518,0.125035309,0.125035309,*,PET100
PET117,-0.162186028,0.501188902,0.501188902,*,PET117
PEX1,0.141227483,0.581691585,0.581691585,*,PEX1
PEX10,0.030548381,0.82258011,0.82258011,*,PEX10
PEX11A,0.131467422,0.734056389,0.734056389,*,PEX11A
PEX11B,-0.161777295,0.10625751,0.10625751,*,PEX11B
PEX11G,0.518630417,0.464817372,0.464817372,*,PEX11G
PEX12,-0.155516318,0.573618344,0.573618344,*,PEX12
PEX13,-0.287263825,0.036875152,0.036875152,*,PEX13
PEX14,0.082755,0.522470285,0.522470285,*,PEX14
PEX16,0.123485665,0.449496001,0.449496001,*,PEX16
PEX19,-0.102207049,0.149570229,0.149570229,*,PEX19
PEX2,-0.234374444,0.132254901,0.132254901,*,PEX2
PEX26,-0.035207606,0.698874774,0.698874774,*,PEX26
PEX3,0.266061934,0.085310214,0.085310214,*,PEX3
PEX5,-0.060905555,0.71511051,0.71511051,*,PEX5
PEX5-2,0.078083265,0.667163818,0.667163818,*,PEX5
PEX5L,-0.611960652,0.856802645,0.856802645,*,PEX5L
PEX6,-0.15181189,0.243444853,0.243444853,*,PEX6
PEX7,-0.006250228,0.981091899,0.981091899,*,PEX7
PF4,1.76841863,0.661743831,0.661743831,*,PF4
PF4V1,-4.04764649,0.169691816,0.169691816,*,PF4V1
PFAS,0.151206137,0.118229254,0.118229254,*,PFAS
PFDN1,-0.009281735,0.895784976,0.895784976,*,PFDN1
PFDN2,0.096072317,0.293081876,0.293081876,*,PFDN2
PFDN4,0.077748322,0.60145365,0.60145365,*,PFDN4
PFDN5,0.011844298,0.874862283,0.874862283,*,PFDN5
PFDN5-2,0.011844298,0.874862283,0.874862283,*,PFDN5
PFDN6,0.022114096,0.928799087,0.928799087,*,PFDN6
PFDN6-2,0.022114096,0.928799087,0.928799087,*,PFDN6
PFDN6-3,0.022114096,0.928799087,0.928799087,*,PFDN6
PFDN6-4,0.022114096,0.928799087,0.928799087,*,PFDN6
PFDN6-5,0.039671678,0.872064326,0.872064326,*,PFDN6
PFKFB1,1.60539174,0.378592371,0.378592371,*,PFKFB1
PFKFB2,-0.35231536,0.366315482,0.366315482,*,PFKFB2
PFKFB3,-0.142744455,0.048092449,0.048092449,*,PFKFB3
PFKFB4,0.111576285,0.571236574,0.571236574,*,PFKFB4
PFKL,0.048907393,0.533258421,0.533258421,*,PFKL
PFKM,-0.067253993,0.401908905,0.401908905,*,PFKM
PFKP,0.040509775,0.481148462,0.481148462,*,PFKP
PFKP-DT,-0.25956375,0.875522367,0.875522367,*,PFKP-DT
PFN1,0.010840519,0.883870761,0.883870761,*,PFN1
PFN2,-0.017577099,0.777465319,0.777465319,*,PFN2
PFN4,2.683400853,0.156070972,0.156070972,*,PFN4
PGA4,0.918290647,0.821944146,0.821944146,*,PGA4
PGA5,0.918290647,0.821944146,0.821944146,*,PGA5
PGAM1,-0.025397983,0.57510695,0.57510695,*,PGAM1
PGAM4,2.664737873,0.304795228,0.304795228,*,PGAM4
PGAM5,-0.005272949,0.953520124,0.953520124,*,PGAM5
PGAP1,0.371441989,0.082173795,0.082173795,*,PGAP1
PGAP2,0.159541551,0.388394689,0.388394689,*,PGAP2
PGAP3,0.065404731,0.696290709,0.696290709,*,PGAP3
PGAP4,-0.137760452,0.15916917,0.15916917,*,PGAP4
PGAP6,-0.038473609,0.584234874,0.584234874,*,PGAP6
PGBD1,0.292115502,0.180258241,0.180258241,*,PGBD1
PGBD2,0.213147542,0.565196223,0.565196223,*,PGBD2
PGBD3,4.101826471,0.15507245,0.15507245,*,PGBD3
PGBD4,-0.195947149,0.608440948,0.608440948,*,PGBD4
PGBD5,0.239616556,0.725436995,0.725436995,*,PGBD5
PGC,-1.005262704,0.805404059,0.805404059,*,PGC
PGD,-0.225733799,4.12E-07,4.12E-07,*,PGD
PGF,0.134227869,0.815019429,0.815019429,*,PGF
PGGHG,-0.384055463,0.283817097,0.283817097,*,PGGHG
PGGT1B,0.226634617,0.212314496,0.212314496,*,PGGT1B
PGK1,-0.060812214,0.160168349,0.160168349,*,PGK1
PGLS,0.108460129,0.361555303,0.361555303,*,PGLS
PGLS-DT,-0.07255851,0.842931303,0.842931303,*,PGLS-DT
PGM1,-0.171716597,0.053342265,0.053342265,*,PGM1
PGM2,0.193935883,0.176675776,0.176675776,*,PGM2
PGM2L1,0.323993634,0.144918062,0.144918062,*,PGM2L1
PGM3,0.132089026,0.143270115,0.143270115,*,PGM3
PGM5,-0.146410238,0.214777532,0.214777532,*,PGM5
PGM5-AS1,0.769878297,0.68737579,0.68737579,*,PGM5-AS1
PGM5P3-AS1,1.393814805,0.332071492,0.332071492,*,PGM5P3-AS1
PGM5P4-AS1,-1.059078235,0.109628678,0.109628678,*,PGM5P4-AS1
PGP,-0.082313213,0.58076433,0.58076433,*,PGP
PGPEP1,-0.083589271,0.336149919,0.336149919,*,PGPEP1
PGR,1.195679878,0.436309258,0.436309258,*,PGR
PGRMC1,0.121657476,0.140167988,0.140167988,*,PGRMC1
PGRMC2,-0.077602675,0.282455748,0.282455748,*,PGRMC2
PGS1,-0.177364752,0.106376574,0.106376574,*,PGS1
PHACTR1,0.292447181,0.887757345,0.887757345,*,PHACTR1
PHACTR2,-0.018160101,0.838640159,0.838640159,*,PHACTR2
PHACTR4,-0.024909044,0.790216722,0.790216722,*,PHACTR4
PHAF1,-0.02283131,0.870213613,0.870213613,*,PHAF1
PHAX,0.074038419,0.469845411,0.469845411,*,PHAX
PHB1,0.092359557,0.153976608,0.153976608,*,PHB1
PHB2,0.124474535,0.051048697,0.051048697,*,PHB2
PHC1,-0.154571664,0.246284663,0.246284663,*,PHC1
PHC2,0.055245322,0.38787196,0.38787196,*,PHC2
PHC3,-0.014076376,0.90831827,0.90831827,*,PHC3
PHETA1,-0.022231417,0.88215913,0.88215913,*,PHETA1
PHETA2,-0.359562855,0.013302148,0.013302148,*,PHETA2
PHETA2-2,0.983899757,0.115686935,0.115686935,*,PHETA2
PHETA2-3,0.983899757,0.115686935,0.115686935,*,PHETA2
PHETA2-4,0.983899757,0.115686935,0.115686935,*,PHETA2
PHEX,-1.048278379,0.575510868,0.575510868,*,PHEX
PHF1,0.179780087,0.709773749,0.709773749,*,PHF1
PHF10,-0.338281359,0.033606972,0.033606972,*,PHF10
PHF11,-0.031913267,0.837905466,0.837905466,*,PHF11
PHF12,-0.072253343,0.486667468,0.486667468,*,PHF12
PHF1-2,-0.180128254,0.11662712,0.11662712,*,PHF1
PHF13,-0.043063613,0.660399822,0.660399822,*,PHF13
PHF14,-0.114897824,0.535226505,0.535226505,*,PHF14
PHF19,0.132991821,0.076018776,0.076018776,*,PHF19
PHF2,-0.116551522,0.213057237,0.213057237,*,PHF2
PHF20,0.095172134,0.406510992,0.406510992,*,PHF20
PHF20L1,0.209862526,0.106591946,0.106591946,*,PHF20L1
PHF21A,-0.046964372,0.699737072,0.699737072,*,PHF21A
PHF21B,0.918290647,0.821944146,0.821944146,*,PHF21B
PHF23,0.083189331,0.332874,0.332874,*,PHF23
PHF24,0.000818743,0.9978085,0.9978085,*,PHF24
PHF3,0.264839455,0.057653982,0.057653982,*,PHF3
PHF5A,0.09686046,0.375559582,0.375559582,*,PHF5A
PHF6,0.05131329,0.743351074,0.743351074,*,PHF6
PHF7,-0.162286802,0.657260358,0.657260358,*,PHF7
PHF8,-0.278260117,0.033015752,0.033015752,*,PHF8
PHGDH,0.14556288,0.036258674,0.036258674,*,PHGDH
PHIP,0.206972454,0.178207564,0.178207564,*,PHIP
PHKA1,0.372775104,0.01979197,0.01979197,*,PHKA1
PHKA2,0.034507484,0.824868019,0.824868019,*,PHKA2
PHKA2-AS1,0.918290647,0.821944146,0.821944146,*,PHKA2-AS1
PHKB,0.127836335,0.195553884,0.195553884,*,PHKB
PHKG1,0.842521699,0.320284652,0.320284652,*,PHKG1
PHKG2,0.002930156,0.988683902,0.988683902,*,PHKG2
PHLDA1,0.176078079,0.001511795,0.001511795,*,PHLDA1
PHLDA2,0.038333277,0.708106893,0.708106893,*,PHLDA2
PHLDA2-2,0.038333277,0.708106893,0.708106893,*,PHLDA2
PHLDA3,-0.058951752,0.475281572,0.475281572,*,PHLDA3
PHLDB1,0.010508896,0.853033203,0.853033203,*,PHLDB1
PHLDB2,-0.086858031,0.670840766,0.670840766,*,PHLDB2
PHLDB3,0.021760779,0.917336612,0.917336612,*,PHLDB3
PHLPP1,-0.109092078,0.439122527,0.439122527,*,PHLPP1
PHLPP2,0.014282917,0.919291533,0.919291533,*,PHLPP2
PHOSPHO1,-0.437505991,0.521446169,0.521446169,*,PHOSPHO1
PHOSPHO2,-1.982127228,0.018667681,0.018667681,Down,PHOSPHO2
PHOSPHO2-KLHL23,-2.365605709,0.443924311,0.443924311,*,PHOSPHO2-KLHL23
PHPT1,-0.000207485,0.998093395,0.998093395,*,PHPT1
PHRF1,0.069372417,0.843191961,0.843191961,*,PHRF1
PHRF1-2,-0.049127482,0.582177074,0.582177074,*,PHRF1
PHTF1,-0.008791517,0.948231904,0.948231904,*,PHTF1
PHTF2,-0.099194201,0.37932501,0.37932501,*,PHTF2
PHYH,0.031444422,0.82113364,0.82113364,*,PHYH
PHYHD1,-0.07733184,0.696107537,0.696107537,*,PHYHD1
PHYHIP,1.022952735,0.294448882,0.294448882,*,PHYHIP
PHYKPL,-0.167491955,0.383076128,0.383076128,*,PHYKPL
PI16,-1.01531,0.68493489,0.68493489,*,PI16
PI4K2A,-0.015700208,0.819691649,0.819691649,*,PI4K2A
PI4K2B,0.410941947,0.000316001,0.000316001,*,PI4K2B
PI4KA,-0.093556799,0.129722564,0.129722564,*,PI4KA
PI4KB,-0.046538891,0.41876222,0.41876222,*,PI4KB
PIANP,0.042384302,0.91142138,0.91142138,*,PIANP
PIAS1,0.151480522,0.269630796,0.269630796,*,PIAS1
PIAS2,0.213041158,0.195512598,0.195512598,*,PIAS2
PIAS3,0.009011229,0.902921307,0.902921307,*,PIAS3
PIAS4,-0.092353365,0.426783763,0.426783763,*,PIAS4
PIBF1,0.044264893,0.87140507,0.87140507,*,PIBF1
PICALM,0.184358122,0.004416415,0.004416415,*,PICALM
PICART1,1.590267203,0.246707161,0.246707161,*,PICART1
PICK1,-0.021269227,0.923442249,0.923442249,*,PICK1
PID1,0.099755392,0.703797202,0.703797202,*,PID1
PIDD1,0.126817829,0.455073563,0.455073563,*,PIDD1
PIERCE1,0.070901256,0.857338993,0.857338993,*,PIERCE1
PIERCE2,-0.38328516,0.602197305,0.602197305,*,PIERCE2
PIEZO1,-0.031853685,0.549310492,0.549310492,*,PIEZO1
PIEZO2,-0.216755775,0.433331763,0.433331763,*,PIEZO2
PIF1,-0.136171429,0.58552679,0.58552679,*,PIF1
PIFO,0.461143902,0.815628484,0.815628484,*,PIFO
PIGA,0.461251094,0.258038866,0.258038866,*,PIGA
PIGB,0.127204496,0.507498618,0.507498618,*,PIGB
PIGBOS1,0.298074019,0.262090861,0.262090861,*,PIGBOS1
PIGC,-0.155421202,0.381813734,0.381813734,*,PIGC
PIGF,-0.088319975,0.468052273,0.468052273,*,PIGF
PIGG,-0.102456775,0.206413534,0.206413534,*,PIGG
PIGH,0.107657635,0.651538813,0.651538813,*,PIGH
PIGK,0.115028797,0.394298098,0.394298098,*,PIGK
PIGL,0.096932546,0.738912238,0.738912238,*,PIGL
PIGM,-0.146881689,0.354262194,0.354262194,*,PIGM
PIGN,0.092115882,0.580721058,0.580721058,*,PIGN
PIGO,-0.035352386,0.748415103,0.748415103,*,PIGO
PIGP,-0.199542211,0.31611194,0.31611194,*,PIGP
PIGQ,-0.045302305,0.69444526,0.69444526,*,PIGQ
PIGR,-1.005262704,0.805404059,0.805404059,*,PIGR
PIGS,-0.112930651,0.1182447,0.1182447,*,PIGS
PIGT,-0.026478785,0.707542571,0.707542571,*,PIGT
PIGU,-0.058741219,0.564508341,0.564508341,*,PIGU
PIGV,-0.199845747,0.280244135,0.280244135,*,PIGV
PIGW,0.163341702,0.461735424,0.461735424,*,PIGW
PIGW-2,0.163341702,0.461735424,0.461735424,*,PIGW
PIGX,0.05035267,0.767111397,0.767111397,*,PIGX
PIGY,0.157715872,0.155054557,0.155054557,*,PIGY
PIGY-DT,-0.012808499,0.996393423,0.996393423,*,PIGY-DT
PIGZ,0.534412567,0.47045784,0.47045784,*,PIGZ
PIH1D1,0.131056543,0.222163479,0.222163479,*,PIH1D1
PIH1D2,0.456095923,0.664897432,0.664897432,*,PIH1D2
PIK3AP1,-0.497005281,0.276257955,0.276257955,*,PIK3AP1
PIK3C2A,-0.058429454,0.701667172,0.701667172,*,PIK3C2A
PIK3C2B,-0.230771053,0.458919641,0.458919641,*,PIK3C2B
PIK3C3,0.156964152,0.288122509,0.288122509,*,PIK3C3
PIK3CA,0.061651897,0.681480281,0.681480281,*,PIK3CA
PIK3CB,0.208505312,0.123799117,0.123799117,*,PIK3CB
PIK3CD,-0.328593912,0.002171199,0.002171199,*,PIK3CD
PIK3CD-AS1,0.918290647,0.821944146,0.821944146,*,PIK3CD-AS1
PIK3CD-AS2,-0.167849351,0.770421959,0.770421959,*,PIK3CD-AS2
PIK3CG,1.059181574,0.371571113,0.371571113,*,PIK3CG
PIK3IP1,0.308399042,0.000884631,0.000884631,*,PIK3IP1
PIK3IP1-DT,0.918290647,0.821944146,0.821944146,*,PIK3IP1-DT
PIK3R1,0.04578625,0.803759486,0.803759486,*,PIK3R1
PIK3R2,-0.036648927,0.583158674,0.583158674,*,PIK3R2
PIK3R3,0.118321075,0.412897836,0.412897836,*,PIK3R3
PIK3R4,0.068372971,0.573514345,0.573514345,*,PIK3R4
PIKFYVE,0.179853446,0.156758396,0.156758396,*,PIKFYVE
PILRB,-2.055819192,0.03745803,0.03745803,Down,PILRB
PIM1,-0.959445999,8.96E-14,8.96E-14,*,PIM1
PIM2,-0.093042071,0.773242087,0.773242087,*,PIM2
PIM2-2,-0.093042071,0.773242087,0.773242087,*,PIM2
PIM3,0.092751222,0.494936099,0.494936099,*,PIM3
PIMREG,0.326317172,0.001800223,0.001800223,*,PIMREG
PIN1,0.095737275,0.246147642,0.246147642,*,PIN1
PIN1-DT,0.918290647,0.821944146,0.821944146,*,PIN1-DT
PIN4,-0.179230543,0.325924238,0.325924238,*,PIN4
PINCR,0.918290647,0.821944146,0.821944146,*,PINCR
PINK1,-0.058463896,0.428391917,0.428391917,*,PINK1
PINLYP,0.721943197,0.456156891,0.456156891,*,PINLYP
PINX1,0.046817633,0.804855972,0.804855972,*,PINX1
PIP4K2A,0.055529991,0.630429388,0.630429388,*,PIP4K2A
PIP4K2B,-0.117074744,0.12868048,0.12868048,*,PIP4K2B
PIP4K2B-2,-0.075474854,0.397934266,0.397934266,*,PIP4K2B
PIP4K2C,-0.220492741,0.081058849,0.081058849,*,PIP4K2C
PIP4P1,0.143851131,0.394759946,0.394759946,*,PIP4P1
PIP4P1-2,0.143851131,0.394759946,0.394759946,*,PIP4P1
PIP4P2,0.162350559,0.223627647,0.223627647,*,PIP4P2
PIP5K1A,-0.32055471,1.57E-06,1.57E-06,*,PIP5K1A
PIP5K1B,-1.828313995,0.651239241,0.651239241,*,PIP5K1B
PIP5K1C,-0.15560794,0.025080629,0.025080629,*,PIP5K1C
PIP5KL1,-0.200341486,0.663082086,0.663082086,*,PIP5KL1
PIPOX,0.808019307,0.827412772,0.827412772,*,PIPOX
PIR,-0.537554049,0.000894543,0.000894543,*,PIR
PIRAT1,-1.085554268,0.380901769,0.380901769,*,PIRAT1
PISD,-0.173105465,0.085310853,0.085310853,*,PISD
PITHD1,0.18904424,0.043489017,0.043489017,*,PITHD1
PITPNA,0.033182156,0.619825552,0.619825552,*,PITPNA
PITPNA-AS1,0.448053609,0.28478238,0.28478238,*,PITPNA-AS1
PITPNB,0.032379259,0.677815028,0.677815028,*,PITPNB
PITPNC1,0.486861726,8.20E-05,8.20E-05,*,PITPNC1
PITPNM1,-0.082322576,0.454648299,0.454648299,*,PITPNM1
PITPNM2,-0.297955098,0.001736823,0.001736823,*,PITPNM2
PITPNM3,0.044778335,0.744939132,0.744939132,*,PITPNM3
PITRM1,-0.002837971,0.959035566,0.959035566,*,PITRM1
PITRM1-AS1,-0.690938784,0.330847866,0.330847866,*,PITRM1-AS1
PITX1,-0.163386744,0.35871345,0.35871345,*,PITX1
PITX1-AS1,-0.677229061,0.050202658,0.050202658,*,PITX1-AS1
PITX2,-0.674200947,0.337179555,0.337179555,*,PITX2
PITX3,-0.885640147,0.651771175,0.651771175,*,PITX3
PIWIL2,0.918290647,0.821944146,0.821944146,*,PIWIL2
PIWIL3,-2.586033194,0.516781675,0.516781675,*,PIWIL3
PIWIL4,0.427898944,0.662228711,0.662228711,*,PIWIL4
PJA1,-0.187990324,0.072649168,0.072649168,*,PJA1
PJA2,0.101315782,0.34918628,0.34918628,*,PJA2
PJVK,-1.948875489,0.26873324,0.26873324,*,PJVK
PKD1,-0.092480296,0.217743355,0.217743355,*,PKD1
PKD1-2,-0.093132657,0.499992392,0.499992392,*,PKD1
PKD1-AS1,0.918290647,0.821944146,0.821944146,*,PKD1-AS1
PKD1L1,0.010010176,0.971082261,0.971082261,*,PKD1L1
PKD1L1-AS1,1.053256814,0.48475547,0.48475547,*,PKD1L1-AS1
PKD1L2-2,-0.701520359,0.688033948,0.688033948,*,PKD1L2
PKD1L3,0.918290647,0.821944146,0.821944146,*,PKD1L3
PKD2,-0.040688071,0.686170608,0.686170608,*,PKD2
PKD2L2-DT,-0.29971052,0.777488426,0.777488426,*,PKD2L2-DT
PKDCC,-0.433425246,4.91E-05,4.91E-05,*,PKDCC
PKDREJ,-1.224330772,0.203891062,0.203891062,*,PKDREJ
PKIA,0.364461822,0.01987461,0.01987461,*,PKIA
PKIA-AS1,-0.89378141,0.808948167,0.808948167,*,PKIA-AS1
PKIB,0.759338073,0.061252101,0.061252101,*,PKIB
PKIG,-0.311962618,0.000101644,0.000101644,*,PKIG
PKM,-0.01912989,0.695008791,0.695008791,*,PKM
PKMYT1,0.199976677,0.096925885,0.096925885,*,PKMYT1
PKN1,-0.051288904,0.514188537,0.514188537,*,PKN1
PKN2,0.202748778,0.054567375,0.054567375,*,PKN2
PKN3,-0.003675496,0.985291062,0.985291062,*,PKN3
PKNOX1,-0.017762039,0.861931011,0.861931011,*,PKNOX1
PKNOX2,0.020912277,0.95215414,0.95215414,*,PKNOX2
PKNOX2-DT,-1.005262704,0.805404059,0.805404059,*,PKNOX2-DT
PKP1,0.303192781,0.598681058,0.598681058,*,PKP1
PKP2,-1.005262704,0.805404059,0.805404059,*,PKP2
PKP3,-0.34357566,0.459324163,0.459324163,*,PKP3
PKP4,-0.310744419,0.001638396,0.001638396,*,PKP4
PLA2G10,0.918290647,0.821944146,0.821944146,*,PLA2G10
PLA2G12A,0.113800526,0.433021926,0.433021926,*,PLA2G12A
PLA2G15,0.045627196,0.554073672,0.554073672,*,PLA2G15
PLA2G3,1.499614782,0.321954501,0.321954501,*,PLA2G3
PLA2G4A,0.647697169,0.164430567,0.164430567,*,PLA2G4A
PLA2G4B,1.155926866,0.758864761,0.758864761,*,PLA2G4B
PLA2G4C,0.227662739,0.36605758,0.36605758,*,PLA2G4C
PLA2G4E,-2.409842605,0.546806812,0.546806812,*,PLA2G4E
PLA2G4E-AS1,0.918290647,0.821944146,0.821944146,*,PLA2G4E-AS1
PLA2G6,0.05572538,0.897142111,0.897142111,*,PLA2G6
PLA2R1,-0.1913951,0.354309646,0.354309646,*,PLA2R1
PLAA,0.115751213,0.239441013,0.239441013,*,PLAA
PLAAT1,1.005037677,0.375519006,0.375519006,*,PLAAT1
PLAAT3,-0.18667004,0.335545174,0.335545174,*,PLAAT3
PLAAT4,-1.175846405,0.031360783,0.031360783,Down,PLAAT4
PLAC1,-2.932587075,0.246155509,0.246155509,*,PLAC1
PLAC8,-0.584574144,0.545724524,0.545724524,*,PLAC8
PLAC8L1,-1.005262704,0.805404059,0.805404059,*,PLAC8L1
