GeneID,logFC,Pvalue,FDR,Up/Down-Regulation,Gene_name
OR4F16,-4.067192143,0.085234055,0.085234055,*,OR4F16
OR51B4,1.7826395,0.659091782,0.659091782,*,OR51B4
OR51B5,-0.976155396,0.791344734,0.791344734,*,OR51B5
OR51E2,0.454658934,0.652989617,0.652989617,*,OR51E2
OR51M1,-0.141803757,0.940757972,0.940757972,*,OR51M1
OR56A1,0.918290647,0.821944146,0.821944146,*,OR56A1
OR56A4,2.912882781,0.452670655,0.452670655,*,OR56A4
OR56B4,0.918290647,0.821944146,0.821944146,*,OR56B4
OR5AS1,2.118750759,0.46684137,0.46684137,*,OR5AS1
OR5B21,0.918290647,0.821944146,0.821944146,*,OR5B21
OR6C74,0.465384252,0.641766246,0.641766246,*,OR6C74
OR6Y1,-0.043482025,0.991497804,0.991497804,*,OR6Y1
OR7D2,-0.593912681,0.584712702,0.584712702,*,OR7D2
OR7G2,0.918290647,0.821944146,0.821944146,*,OR7G2
OR8A1,-2.409842605,0.546806812,0.546806812,*,OR8A1
OR8D1,-1.005262704,0.805404059,0.805404059,*,OR8D1
ORAI1,-4.003574726,0.178600252,0.178600252,*,ORAI1
ORAI1-2,0.13603245,0.301136979,0.301136979,*,ORAI1
ORAI2,-0.036216375,0.681064784,0.681064784,*,ORAI2
ORAI3,0.128749025,0.31962133,0.31962133,*,ORAI3
ORC1,0.296348961,0.038593822,0.038593822,*,ORC1
ORC2,-0.165274759,0.349831608,0.349831608,*,ORC2
ORC3,0.088867501,0.569948782,0.569948782,*,ORC3
ORC4,-0.024019125,0.902108817,0.902108817,*,ORC4
ORC5,0.141520591,0.48127785,0.48127785,*,ORC5
ORC6,0.328619587,0.010057557,0.010057557,*,ORC6
ORM1,1.7826395,0.659091782,0.659091782,*,ORM1
ORMDL1,-0.110671377,0.445061253,0.445061253,*,ORMDL1
ORMDL2,0.148959629,0.257121471,0.257121471,*,ORMDL2
ORMDL3,0.024895402,0.761951191,0.761951191,*,ORMDL3
OS9,-0.088138037,0.059557084,0.059557084,*,OS9
OSBP,0.011285431,0.88505193,0.88505193,*,OSBP
OSBP2,0.824260646,0.007677736,0.007677736,*,OSBP2
OSBPL10,0.015017504,0.936274366,0.936274366,*,OSBPL10
OSBPL11,0.213299483,0.182091611,0.182091611,*,OSBPL11
OSBPL1A,-0.020666248,0.82175076,0.82175076,*,OSBPL1A
OSBPL2,-0.194240019,0.079050213,0.079050213,*,OSBPL2
OSBPL3,-0.021651175,0.807910431,0.807910431,*,OSBPL3
OSBPL5,-0.092852796,0.319582561,0.319582561,*,OSBPL5
OSBPL6,0.399828479,0.049478512,0.049478512,*,OSBPL6
OSBPL7,0.22349858,0.548010226,0.548010226,*,OSBPL7
OSBPL8,0.213906705,0.028322697,0.028322697,*,OSBPL8
OSBPL9,0.567422388,6.11E-05,6.11E-05,*,OSBPL9
OSCAR,3.703979044,0.082744042,0.082744042,*,OSCAR
OSCP1,0.152004082,0.528356414,0.528356414,*,OSCP1
OSER1,-0.199630122,0.051865576,0.051865576,*,OSER1
OSER1-DT,-0.415760357,0.431374172,0.431374172,*,OSER1-DT
OSGEP,0.147147094,0.529183759,0.529183759,*,OSGEP
OSGEP-2,0.272014325,0.183945569,0.183945569,*,OSGEP
OSGEPL1,0.011047408,0.972276793,0.972276793,*,OSGEPL1
OSGEPL1-AS1,-0.031063761,0.993313501,0.993313501,*,OSGEPL1-AS1
OSGIN1,-0.579996502,5.34E-08,5.34E-08,*,OSGIN1
OSGIN2,0.345830709,0.037369202,0.037369202,*,OSGIN2
OSM,1.819626382,0.591897287,0.591897287,*,OSM
OSMR,-0.477555951,5.51E-11,5.51E-11,*,OSMR
OSMR-DT,-3.903432431,0.119069224,0.119069224,*,OSMR-DT
OSR1,0.113164544,0.191890978,0.191890978,*,OSR1
OSR2,0.443342128,0.268881881,0.268881881,*,OSR2
OST4,-0.07576649,0.241992369,0.241992369,*,OST4
OSTC,0.062680521,0.402194469,0.402194469,*,OSTC
OSTF1,0.395118044,0.000432812,0.000432812,*,OSTF1
OSTM1,0.098309568,0.420476608,0.420476608,*,OSTM1
OSTN-AS1,0.664242217,3.27E-05,3.27E-05,*,OSTN-AS1
OTOGL,-0.061117135,0.973537224,0.973537224,*,OTOGL
OTUB1,-0.056934211,0.381464801,0.381464801,*,OTUB1
OTUB2,0.367083688,0.383168456,0.383168456,*,OTUB2
OTUB2-2,0.367083688,0.383168456,0.383168456,*,OTUB2
OTUD1,-0.025877311,0.923574233,0.923574233,*,OTUD1
OTUD3,0.086638997,0.643597564,0.643597564,*,OTUD3
OTUD4,-0.06237474,0.556203464,0.556203464,*,OTUD4
OTUD5,0.123883309,0.818419042,0.818419042,*,OTUD5
OTUD5-2,-0.151358927,0.300907176,0.300907176,*,OTUD5
OTUD6B,0.373811191,0.065490909,0.065490909,*,OTUD6B
OTUD6B-AS1,0.294239183,0.117317163,0.117317163,*,OTUD6B-AS1
OTUD7A,0.918290647,0.821944146,0.821944146,*,OTUD7A
OTUD7A-2,-0.043482025,0.991497804,0.991497804,*,OTUD7A
OTUD7A-3,-0.043482025,0.991497804,0.991497804,*,OTUD7A
OTUD7B,0.011230406,0.913694465,0.913694465,*,OTUD7B
OTULIN,0.016988342,0.89120271,0.89120271,*,OTULIN
OTULIN-DT,0.469948622,0.780771095,0.780771095,*,OTULIN-DT
OTULINL,0.381888513,0.561542536,0.561542536,*,OTULINL
OVAAL,1.7826395,0.659091782,0.659091782,*,OVAAL
OVCA2,-0.044023146,0.738083804,0.738083804,*,OVCA2
OVCH1,-0.383188696,0.746718445,0.746718445,*,OVCH1
OVCH2,1.134665286,0.569718259,0.569718259,*,OVCH2
OVGP1,-1.542398687,0.216227269,0.216227269,*,OVGP1
OXA1L,0.034475493,0.610901303,0.610901303,*,OXA1L
OXA1L-DT,-0.527100775,0.842883136,0.842883136,*,OXA1L-DT
OXCT1,0.303010921,0.006169427,0.006169427,*,OXCT1
OXCT1-AS1,-0.610605689,0.716150625,0.716150625,*,OXCT1-AS1
OXCT2,-0.048929567,0.9266267,0.9266267,*,OXCT2
OXER1,-0.043482025,0.991497804,0.991497804,*,OXER1
OXLD1,0.068561917,0.717785456,0.717785456,*,OXLD1
OXNAD1,-0.059493577,0.784945792,0.784945792,*,OXNAD1
OXR1,0.110274294,0.485424423,0.485424423,*,OXR1
OXR1-AS1,1.276876818,0.580223385,0.580223385,*,OXR1-AS1
OXSM,-0.111421203,0.675058526,0.675058526,*,OXSM
OXSR1,0.16808091,0.0310469,0.0310469,*,OXSR1
OXTR,-0.278336389,0.00065799,0.00065799,*,OXTR
P2RX1,-1.18850675,0.596189486,0.596189486,*,P2RX1
P2RX4,-0.406598303,0.004269652,0.004269652,*,P2RX4
P2RX5,-0.042270991,0.896417146,0.896417146,*,P2RX5
P2RX5-TAX1BP3,-0.072167913,0.857873168,0.857873168,*,P2RX5-TAX1BP3
P2RX6,-0.349735368,0.664747772,0.664747772,*,P2RX6
P2RX7,-0.754315721,0.054727676,0.054727676,*,P2RX7
P2RY1,0.081503402,0.951546709,0.951546709,*,P2RY1
P2RY2,0.773241907,0.302957636,0.302957636,*,P2RY2
P2RY6,-2.024984978,0.047105928,0.047105928,Down,P2RY6
P3H1,-0.071305637,0.175364144,0.175364144,*,P3H1
P3H2,-0.028857521,0.541144914,0.541144914,*,P3H2
P3H2-AS1,0.501423589,0.881910351,0.881910351,*,P3H2-AS1
P3H3,-0.017830687,0.789555756,0.789555756,*,P3H3
P3H4,0.007917542,0.927691705,0.927691705,*,P3H4
P4HA1,0.106173186,0.168753528,0.168753528,*,P4HA1
P4HA2,0.003650397,0.94599096,0.94599096,*,P4HA2
P4HA3,-0.013324311,0.946254189,0.946254189,*,P4HA3
P4HB,-0.049163805,0.271912529,0.271912529,*,P4HB
P4HTM,-0.004233064,0.972002487,0.972002487,*,P4HTM
PA2G4,0.121282036,0.018819964,0.018819964,*,PA2G4
PAAF1,0.11359816,0.44210623,0.44210623,*,PAAF1
PABIR1,-0.008207876,0.955705207,0.955705207,*,PABIR1
PABIR2,0.176328,0.109219509,0.109219509,*,PABIR2
PABIR3,0.305951423,0.346165198,0.346165198,*,PABIR3
PABPC1,0.000325448,0.994128709,0.994128709,*,PABPC1
PABPC1L,-0.135449766,0.728653513,0.728653513,*,PABPC1L
PABPC4,0.121658249,0.01967619,0.01967619,*,PABPC4
PABPC4L,0.421977121,0.600382735,0.600382735,*,PABPC4L
PABPC5,1.832040146,0.649906984,0.649906984,*,PABPC5
PABPN1,-0.067044898,0.371335406,0.371335406,*,PABPN1
PACC1,-0.242717528,0.105201097,0.105201097,*,PACC1
PACRG,0.530117517,0.874620324,0.874620324,*,PACRG
PACRGL,0.065335906,0.806341541,0.806341541,*,PACRGL
PACS1,0.015242476,0.818401659,0.818401659,*,PACS1
PACS2,-0.013902057,0.888455143,0.888455143,*,PACS2
PACSIN1,0.792320084,0.844644818,0.844644818,*,PACSIN1
PACSIN2,-0.060759489,0.417501578,0.417501578,*,PACSIN2
PACSIN3,-0.025271002,0.850548836,0.850548836,*,PACSIN3
PADI1,0.190264296,0.919532387,0.919532387,*,PADI1
PADI1-2,0.190264296,0.919532387,0.919532387,*,PADI1
PADI3,-1.964367896,0.481278721,0.481278721,*,PADI3
PADI3-2,-1.964367896,0.481278721,0.481278721,*,PADI3
PAF1,-0.128467475,0.07183415,0.07183415,*,PAF1
PAFAH1B1,0.060903455,0.292565956,0.292565956,*,PAFAH1B1
PAFAH1B2,0.079771738,0.346458715,0.346458715,*,PAFAH1B2
PAFAH1B3,0.095912792,0.513111765,0.513111765,*,PAFAH1B3
PAFAH2,-0.16444107,0.230671356,0.230671356,*,PAFAH2
PAG1,0.242329408,0.057586078,0.057586078,*,PAG1
PAGR1,0.126431419,0.300906082,0.300906082,*,PAGR1
PAICS,0.107264374,0.135916482,0.135916482,*,PAICS
PAIP1,0.098378996,0.225416924,0.225416924,*,PAIP1
PAIP2,0.022904073,0.835948862,0.835948862,*,PAIP2
PAIP2B,-2.717968392,0.016863695,0.016863695,Down,PAIP2B
PAK1,0.101763314,0.231869654,0.231869654,*,PAK1
PAK1IP1,0.576636738,0.021123573,0.021123573,*,PAK1IP1
PAK1IP1-2,-0.052097117,0.815300242,0.815300242,*,PAK1IP1
PAK2,0.019657581,0.747305503,0.747305503,*,PAK2
PAK3,0.553670833,0.397598708,0.397598708,*,PAK3
PAK4,0.002202424,0.983723201,0.983723201,*,PAK4
PAK6,-1.502198097,0.681049414,0.681049414,*,PAK6
PAK6-AS1,-1.005262704,0.805404059,0.805404059,*,PAK6-AS1
PALB2,-0.154886097,0.547962306,0.547962306,*,PALB2
PALD1,0.811063169,0.374438188,0.374438188,*,PALD1
PALLD,-0.256083324,3.54E-06,3.54E-06,*,PALLD
PALM,-0.080617608,0.660427148,0.660427148,*,PALM
PALM2AKAP2,-0.200412927,0.000158834,0.000158834,*,PALM2AKAP2
PALM3,-0.180429259,0.87336468,0.87336468,*,PALM3
PALM3-2,0.125092417,0.854363331,0.854363331,*,PALM3
PALMD,-0.888738426,0.30586583,0.30586583,*,PALMD
PALS1,-0.014202662,0.874905938,0.874905938,*,PALS1
PALS2,0.2338355,0.231301442,0.231301442,*,PALS2
PAM,-0.09360712,0.074575068,0.074575068,*,PAM
PAM16,0.394888514,0.168054691,0.168054691,*,PAM16
PAM16-2,0.323439848,0.166253145,0.166253145,*,PAM16
PAMR1,-0.030894491,0.643025729,0.643025729,*,PAMR1
PAN2,-0.021373163,0.922705647,0.922705647,*,PAN2
PAN3,0.285021939,0.152248092,0.152248092,*,PAN3
PAN3-AS1,0.811971861,0.172546068,0.172546068,*,PAN3-AS1
PANK1,0.366727543,0.20027604,0.20027604,*,PANK1
PANK1-AS1,0.820866495,0.839019362,0.839019362,*,PANK1-AS1
PANK2,0.15679772,0.126058361,0.126058361,*,PANK2
PANK2-AS1,0.768077328,0.293321032,0.293321032,*,PANK2-AS1
PANK3,0.194993934,0.102813606,0.102813606,*,PANK3
PANK4,0.021699671,0.89319479,0.89319479,*,PANK4
PANK4-2,0.225501259,0.111938629,0.111938629,*,PANK4
PANO1,-0.360853357,0.514422718,0.514422718,*,PANO1
PANX1,-0.093849693,0.303353676,0.303353676,*,PANX1
PANX2,0.029339673,0.893737746,0.893737746,*,PANX2
PAOX,0.018854715,0.936996054,0.936996054,*,PAOX
PAPLN,0.322487344,0.533174336,0.533174336,*,PAPLN
PAPLN-AS1,0.028758982,0.938519617,0.938519617,*,PAPLN-AS1
PAPOLA,0.10219119,0.19868015,0.19868015,*,PAPOLA
PAPOLA-DT,0.569645401,0.739980104,0.739980104,*,PAPOLA-DT
PAPOLG,-0.139840984,0.576695364,0.576695364,*,PAPOLG
PAPPA,-0.169255969,0.148830852,0.148830852,*,PAPPA
PAPPA2,1.103808447,0.43310811,0.43310811,*,PAPPA2
PAPPA-AS1,-1.131883048,0.248531739,0.248531739,*,PAPPA-AS1
PAPSS1,0.002125614,0.979701293,0.979701293,*,PAPSS1
PAPSS2,-0.044160335,0.412416464,0.412416464,*,PAPSS2
PAQR3,0.212657509,0.179637006,0.179637006,*,PAQR3
PAQR4,0.272032506,0.01757601,0.01757601,*,PAQR4
PAQR5,-0.221607362,0.161700341,0.161700341,*,PAQR5
PAQR6,-1.763441252,0.241224145,0.241224145,*,PAQR6
PAQR7,-0.125848989,0.205355404,0.205355404,*,PAQR7
PAQR8,-0.202730566,0.422353179,0.422353179,*,PAQR8
PAQR9,0.918290647,0.821944146,0.821944146,*,PAQR9
PARD3,-0.036847292,0.711188219,0.711188219,*,PARD3
PARD3B,-0.308861823,0.004347522,0.004347522,*,PARD3B
PARD6A,-1.002441156,0.373115692,0.373115692,*,PARD6A
PARD6B,0.64501741,0.4404008,0.4404008,*,PARD6B
PARD6G,-0.182741918,0.208996216,0.208996216,*,PARD6G
PARD6G-AS1,-0.252241719,0.924291185,0.924291185,*,PARD6G-AS1
PARG,0.115499235,0.491515978,0.491515978,*,PARG
PARK7,-0.00456373,0.936873976,0.936873976,*,PARK7
PARL,-0.046453987,0.656338518,0.656338518,*,PARL
PARM1,-0.602454359,0.676927252,0.676927252,*,PARM1
PARN,0.011001274,0.943120494,0.943120494,*,PARN
PARN-2,0.253396871,0.110207719,0.110207719,*,PARN
PARP1,0.032228039,0.564950135,0.564950135,*,PARP1
PARP10,-0.154898308,0.420448023,0.420448023,*,PARP10
PARP11,0.513186263,0.151585608,0.151585608,*,PARP11
PARP12,-0.062586865,0.59953573,0.59953573,*,PARP12
PARP14,-0.127916318,0.320201904,0.320201904,*,PARP14
PARP15,-0.259820594,0.516560289,0.516560289,*,PARP15
PARP16,-0.023798439,0.926438918,0.926438918,*,PARP16
PARP2,-0.060056591,0.766430599,0.766430599,*,PARP2
PARP2-2,0.008317572,0.968031438,0.968031438,*,PARP2
PARP3,-0.039589775,0.778677938,0.778677938,*,PARP3
PARP4,0.076800671,0.228735121,0.228735121,*,PARP4
PARP6,-0.003636309,0.979872874,0.979872874,*,PARP6
PARP8,0.126073614,0.62189844,0.62189844,*,PARP8
PARP9,-0.511944257,0.002181154,0.002181154,*,PARP9
PARPBP,0.137586217,0.521989267,0.521989267,*,PARPBP
PARS2,0.251344083,0.352059937,0.352059937,*,PARS2
PART1,-1.005262704,0.805404059,0.805404059,*,PART1
PARTICL,0.215463955,0.711988071,0.711988071,*,PARTICL
PARVA,-0.078877671,0.108103462,0.108103462,*,PARVA
PARVB,-0.000619382,0.994138128,0.994138128,*,PARVB
PARVG,-1.005262704,0.805404059,0.805404059,*,PARVG
PASK,0.33873154,0.138424797,0.138424797,*,PASK
PATJ,-0.247257879,0.555141504,0.555141504,*,PATJ
PATL1,-0.059454923,0.442407271,0.442407271,*,PATL1
PATL2,-2.476257275,0.357764128,0.357764128,*,PATL2
PATZ1,-0.018784648,0.885408273,0.885408273,*,PATZ1
PAWR,-0.043885619,0.676839061,0.676839061,*,PAWR
PAX8,0.212174518,0.61937867,0.61937867,*,PAX8
PAX8-AS1,-0.101542849,0.389742606,0.389742606,*,PAX8-AS1
PAX9,-1.435085437,0.591706761,0.591706761,*,PAX9
PAXBP1,-0.140092436,0.534649152,0.534649152,*,PAXBP1
PAXBP1-2,0.419885186,0.89909359,0.89909359,*,PAXBP1
PAXBP1-AS1,0.997906025,0.410018208,0.410018208,*,PAXBP1-AS1
PAXIP1,-0.004551718,0.980209312,0.980209312,*,PAXIP1
PAXIP1-AS2,-0.937889854,0.109956747,0.109956747,*,PAXIP1-AS2
PAXIP1-DT,0.177766977,0.759291778,0.759291778,*,PAXIP1-DT
PAXX,0.10488771,0.688558385,0.688558385,*,PAXX
PBDC1,0.26564316,0.179680065,0.179680065,*,PBDC1
PBK,0.461917272,0.000113337,0.000113337,*,PBK
PBLD,0.018966927,0.938685233,0.938685233,*,PBLD
PBRM1,0.203618949,0.018318588,0.018318588,*,PBRM1
PBX1,-0.014585224,0.911188715,0.911188715,*,PBX1
PBX2,0.139539554,0.836259147,0.836259147,*,PBX2
PBX2-2,0.010023648,0.99094028,0.99094028,*,PBX2
PBX2-3,-6.867928335,0.079081272,0.079081272,*,PBX2
PBX2-4,-0.032778306,0.77540141,0.77540141,*,PBX2
PBX2-5,0.010023648,0.99094028,0.99094028,*,PBX2
PBX2-7,-0.079783833,0.93394711,0.93394711,*,PBX2
PBX3,-0.04112251,0.79483666,0.79483666,*,PBX3
PBX3-DT,0.918290647,0.821944146,0.821944146,*,PBX3-DT
PBX4,0.64880694,0.477810017,0.477810017,*,PBX4
PBXIP1,-0.259811887,0.000439903,0.000439903,*,PBXIP1
PC,-0.106184803,0.436050528,0.436050528,*,PC
PCAT1,-1.879573847,0.641745938,0.641745938,*,PCAT1
PCAT6,-0.023231744,0.964862382,0.964862382,*,PCAT6
PCAT7,-1.005262704,0.805404059,0.805404059,*,PCAT7
PCBD1,-0.07169181,0.601761315,0.601761315,*,PCBD1
PCBD2,0.191952648,0.416800307,0.416800307,*,PCBD2
PCBP1,-0.00854111,0.883447209,0.883447209,*,PCBP1
PCBP1-AS1,-0.182342323,0.647250091,0.647250091,*,PCBP1-AS1
PCBP2,-0.067585569,0.115082658,0.115082658,*,PCBP2
PCBP3,-0.362497538,0.003645591,0.003645591,*,PCBP3
PCBP3-AS1,-0.887209614,0.5609505,0.5609505,*,PCBP3-AS1
PCBP4,0.053858091,0.512937941,0.512937941,*,PCBP4
PCCA,-0.13538706,0.59384289,0.59384289,*,PCCA
PCCA-DT,-0.641227879,0.054566457,0.054566457,*,PCCA-DT
PCCB,-0.106851024,0.299884835,0.299884835,*,PCCB
PCDH1,1.323629695,0.02261057,0.02261057,Up,PCDH1
PCDH10,0.459335412,0.077804784,0.077804784,*,PCDH10
PCDH10-DT,-1.005262704,0.805404059,0.805404059,*,PCDH10-DT
PCDH11X,-1.846593825,0.460465461,0.460465461,*,PCDH11X
PCDH12,0.716484597,0.492707363,0.492707363,*,PCDH12
PCDH18,-0.019153894,0.804499861,0.804499861,*,PCDH18
PCDH19,0.918290647,0.821944146,0.821944146,*,PCDH19
PCDH7,-0.477973044,2.95E-09,2.95E-09,*,PCDH7
PCDH9,-0.032095987,0.853609338,0.853609338,*,PCDH9
PCDHA1,-0.046281226,0.98954821,0.98954821,*,PCDHA1
PCDHA10,-1.005262704,0.805404059,0.805404059,*,PCDHA10
PCDHA10-2,-1.005262704,0.805404059,0.805404059,*,PCDHA10
PCDHA1-2,-0.046281226,0.98954821,0.98954821,*,PCDHA1
PCDHA2,0.918290647,0.821944146,0.821944146,*,PCDHA2
PCDHA2-2,0.918290647,0.821944146,0.821944146,*,PCDHA2
PCDHA3,-0.595386294,0.760680149,0.760680149,*,PCDHA3
PCDHA3-2,-0.595386294,0.760680149,0.760680149,*,PCDHA3
PCDHA4,1.832040146,0.649906984,0.649906984,*,PCDHA4
PCDHA4-2,1.832040146,0.649906984,0.649906984,*,PCDHA4
PCDHA6,-3.002716742,0.43295619,0.43295619,*,PCDHA6
PCDHA6-2,-3.002716742,0.43295619,0.43295619,*,PCDHA6
PCDHA7,-2.028960917,0.241132766,0.241132766,*,PCDHA7
PCDHA7-2,-2.028960917,0.241132766,0.241132766,*,PCDHA7
PCDHA9,1.7826395,0.659091782,0.659091782,*,PCDHA9
PCDHA9-2,1.7826395,0.659091782,0.659091782,*,PCDHA9
PCDHB10,-0.065575079,0.955292655,0.955292655,*,PCDHB10
PCDHB10-2,-0.065575079,0.955292655,0.955292655,*,PCDHB10
PCDHB11,-0.639912944,0.818120532,0.818120532,*,PCDHB11
PCDHB11-2,-0.639912944,0.818120532,0.818120532,*,PCDHB11
PCDHB12,0.534531054,0.851267999,0.851267999,*,PCDHB12
PCDHB12-2,0.534531054,0.851267999,0.851267999,*,PCDHB12
PCDHB13,0.331279486,0.813557417,0.813557417,*,PCDHB13
PCDHB13-2,0.331279486,0.813557417,0.813557417,*,PCDHB13
PCDHB14,-0.991079659,0.436359075,0.436359075,*,PCDHB14
PCDHB14-2,-0.991079659,0.436359075,0.436359075,*,PCDHB14
PCDHB15,-0.120422644,0.888466068,0.888466068,*,PCDHB15
PCDHB15-2,-0.120422644,0.888466068,0.888466068,*,PCDHB15
PCDHB16,0.563913098,0.498656259,0.498656259,*,PCDHB16
PCDHB16-2,0.563913098,0.498656259,0.498656259,*,PCDHB16
PCDHB2,-0.268785206,0.763216678,0.763216678,*,PCDHB2
PCDHB2-2,-0.268785206,0.763216678,0.763216678,*,PCDHB2
PCDHB3,-0.519676995,0.874922742,0.874922742,*,PCDHB3
PCDHB3-2,0.73201784,0.771560946,0.771560946,*,PCDHB3
PCDHB4,0.918290647,0.821944146,0.821944146,*,PCDHB4
PCDHB4-2,0.918290647,0.821944146,0.821944146,*,PCDHB4
PCDHB5,-0.874842535,0.675240416,0.675240416,*,PCDHB5
PCDHB5-2,-0.874842535,0.675240416,0.675240416,*,PCDHB5
PCDHB6,2.366096007,0.553839929,0.553839929,*,PCDHB6
PCDHB6-2,2.366096007,0.553839929,0.553839929,*,PCDHB6
PCDHB7,-0.314950406,0.726749841,0.726749841,*,PCDHB7
PCDHB7-2,-0.314950406,0.726749841,0.726749841,*,PCDHB7
PCDHB8,-1.902621846,0.275115277,0.275115277,*,PCDHB8
PCDHB8-2,-1.902621846,0.275115277,0.275115277,*,PCDHB8
PCDHB9,-0.72870907,0.541019168,0.541019168,*,PCDHB9
PCDHB9-2,-0.72870907,0.541019168,0.541019168,*,PCDHB9
PCDHGA1,-0.184604195,0.689050538,0.689050538,*,PCDHGA1
PCDHGA10,-0.184257402,0.154470775,0.154470775,*,PCDHGA10
PCDHGA11,-0.074414749,0.411367164,0.411367164,*,PCDHGA11
PCDHGA12,-0.249761508,0.014823107,0.014823107,*,PCDHGA12
PCDHGA2,-0.389673076,0.033567525,0.033567525,*,PCDHGA2
PCDHGA3,0.06529459,0.859143015,0.859143015,*,PCDHGA3
PCDHGA4,-0.301196016,0.042368055,0.042368055,*,PCDHGA4
PCDHGA5,-0.252888077,0.667325727,0.667325727,*,PCDHGA5
PCDHGA6,-0.124962116,0.519245107,0.519245107,*,PCDHGA6
PCDHGA7,-0.121190453,0.558599181,0.558599181,*,PCDHGA7
PCDHGA8,0.833961971,0.358022844,0.358022844,*,PCDHGA8
PCDHGA9,-0.057333438,0.726242494,0.726242494,*,PCDHGA9
PCDHGB1,-0.626229239,0.006731313,0.006731313,*,PCDHGB1
PCDHGB2,-0.615023022,0.007784236,0.007784236,*,PCDHGB2
PCDHGB3,-0.3871519,0.166750312,0.166750312,*,PCDHGB3
PCDHGB4,-0.088948855,0.577799888,0.577799888,*,PCDHGB4
PCDHGB5,0.01468366,0.86023582,0.86023582,*,PCDHGB5
PCDHGB6,0.081168594,0.691516508,0.691516508,*,PCDHGB6
PCDHGB7,-0.232212972,0.058786202,0.058786202,*,PCDHGB7
PCDHGC3,0.015423963,0.807429056,0.807429056,*,PCDHGC3
PCDHGC4,-0.747794872,0.536734563,0.536734563,*,PCDHGC4
PCDHGC5,0.476425663,0.171222361,0.171222361,*,PCDHGC5
PCED1A,-0.231302409,0.262315261,0.262315261,*,PCED1A
PCED1B,0.073749902,0.830548942,0.830548942,*,PCED1B
PCF11,0.083721787,0.692850624,0.692850624,*,PCF11
PCGF1,0.133715505,0.574988284,0.574988284,*,PCGF1
PCGF2,-0.041042475,0.970592664,0.970592664,*,PCGF2
PCGF2-2,0.053349805,0.611449536,0.611449536,*,PCGF2
PCGF3,-0.111924507,0.18120507,0.18120507,*,PCGF3
PCGF3-AS1,-0.502172377,0.38415823,0.38415823,*,PCGF3-AS1
PCGF5,0.26481732,0.02647981,0.02647981,*,PCGF5
PCGF6,0.185367629,0.362639034,0.362639034,*,PCGF6
PCID2,-0.162359457,0.047437257,0.047437257,*,PCID2
PCIF1,0.113209332,0.343602296,0.343602296,*,PCIF1
PCK2,0.392942127,0.005017462,0.005017462,*,PCK2
PCK2-2,0.295104891,0.039320236,0.039320236,*,PCK2
PCLAF,0.211861929,0.05009191,0.05009191,*,PCLAF
PCLO,0.938914431,0.134979262,0.134979262,*,PCLO
PCM1,0.233151916,0.04278516,0.04278516,*,PCM1
PCMT1,0.055403722,0.468178557,0.468178557,*,PCMT1
PCMTD1,0.0263098,0.899157484,0.899157484,*,PCMTD1
PCMTD2,-0.028971707,0.888826755,0.888826755,*,PCMTD2
PCMTD2-2,1.01123154,0.538703472,0.538703472,*,PCMTD2
PCNA,0.217948378,0.014322567,0.014322567,*,PCNA
PCNA-AS1,0.450071182,0.137631148,0.137631148,*,PCNA-AS1
PCNP,0.109987298,0.186223767,0.186223767,*,PCNP
PCNT,0.099449461,0.288418868,0.288418868,*,PCNT
PCNX1,0.025109838,0.772523778,0.772523778,*,PCNX1
PCNX2,-0.176899046,0.16165855,0.16165855,*,PCNX2
PCNX3,-0.028834999,0.717331335,0.717331335,*,PCNX3
PCNX4,0.046214242,0.686236705,0.686236705,*,PCNX4
PCNX4-DT,1.906993865,0.636057473,0.636057473,*,PCNX4-DT
PCOLCE,-0.079952498,0.198293139,0.198293139,*,PCOLCE
PCOLCE2,0.237459851,0.714887965,0.714887965,*,PCOLCE2
PCOLCE-AS1,0.020051076,0.986179802,0.986179802,*,PCOLCE-AS1
PCOTH,-0.090176671,0.811984667,0.811984667,*,PCOTH
PCP4L1,-1.005262704,0.805404059,0.805404059,*,PCP4L1
PCSK1N,-0.043482025,0.991497804,0.991497804,*,PCSK1N
PCSK4,-0.161581438,0.887233889,0.887233889,*,PCSK4
PCSK5,-0.166751632,0.377593043,0.377593043,*,PCSK5
PCSK6,2.043037799,0.212512989,0.212512989,*,PCSK6
PCSK7,-0.002565885,0.978083016,0.978083016,*,PCSK7
PCSK9,-0.405183224,0.726364367,0.726364367,*,PCSK9
PCTP,0.072344254,0.705665255,0.705665255,*,PCTP
PCYOX1,-0.037175438,0.578663733,0.578663733,*,PCYOX1
PCYOX1L,0.009013148,0.96243338,0.96243338,*,PCYOX1L
PCYT1A,-0.08225594,0.249339219,0.249339219,*,PCYT1A
PCYT1B,2.336228069,0.559038019,0.559038019,*,PCYT1B
PCYT2,-0.084510057,0.425608224,0.425608224,*,PCYT2
PDAP1,0.037696557,0.512173031,0.512173031,*,PDAP1
PDC,-2.409842605,0.546806812,0.546806812,*,PDC
PDCD10,0.013417691,0.931128908,0.931128908,*,PDCD10
PDCD11,-0.031010216,0.669600217,0.669600217,*,PDCD11
PDCD1LG2,0.089284623,0.473176628,0.473176628,*,PDCD1LG2
PDCD2,-0.075559545,0.37540291,0.37540291,*,PDCD2
PDCD2L,-0.240759413,0.479569261,0.479569261,*,PDCD2L
PDCD2L-2,-0.240759413,0.479569261,0.479569261,*,PDCD2L
PDCD4,0.289326317,0.001693661,0.001693661,*,PDCD4
