GeneID,Con_1,Con_2,Con_3,DMEM_1,DMEM_2,DMEM_3,logFC,Pvalue,FDR,I6_1,I6_2,I6_3,logFC,Pvalue,FDR,R2_1,R2_2,R2_3,logFC,Pvalue,FDR
SLC39A7-5,24.34,23.42,26.58,23.3,24.09,23.09,0.152665166,0.152831577,0.152831577,23.16,23.65,24.43,-0.135435949,0.204703607,0.204703607,25.69,26.12,26.02,0.156352132,0.020623261,0.020623261
AARSD1,40.46,36.81,45.1,36.61,35.58,36.46,0.261331362,0.03945573,0.03945573,33.19,35.99,37.16,-0.292056414,0.028722664,0.028722664,41.6,40.39,39.32,0.23795117,0.00448633,0.00448633
CYB561A3,47.48,37.63,44.6,31.47,30.99,31.77,0.574447106,1.54E-06,1.54E-06,32.59,32.84,33.43,-0.492120918,3.26E-05,3.26E-05,34.71,30.9,33.39,0.054321369,0.366602803,0.366602803
APPL2,9.36,8.88,8.83,12,11.44,12.15,-0.264472171,0.008842191,0.008842191,11.15,11.04,11.21,0.197697896,0.04510381,0.04510381,12.33,11,11.16,0.055526225,0.527211593,0.527211593
ADSS1,0.37,0.66,0.4,0.7,0.54,0.33,-0.013446558,0.983647814,0.983647814,0.55,0.44,0.32,-0.17420281,0.782979123,0.782979123,0.74,0.28,0.48,0.20647865,0.742443921,0.742443921
PRSS12,3.92,3.94,4.28,5.18,4.93,4.92,-0.296169551,0.021401341,0.021401341,5.24,4.54,3.95,0.088071362,0.551648901,0.551648901,5.06,5.19,4.96,0.153023401,0.229588858,0.229588858
AMIGO1,2.72,2.66,2.76,2.68,2.97,2.57,0.063008313,0.68570635,0.68570635,2.82,2.76,2.73,-0.038950242,0.789042425,0.789042425,3.28,2.91,3.01,0.168512134,0.181404359,0.181404359
FAM106A,0.05,0.42,0.03,0.35,0.36,0.21,-0.901725784,0.41393229,0.41393229,0.23,0.2,0.14,0.205745219,0.861154542,0.861154542,0.02,0.07,0.06,-2.22478561,0.038917466,0.038917466
SMARCE1,12.44,14.77,13.21,17.54,17.65,17.62,-0.310048803,1.99E-05,1.99E-05,17.61,16.38,16.54,0.254980168,0.001131441,0.001131441,16.81,13.66,15.33,-0.119725435,0.160241106,0.160241106
RBM14,19.88,18.93,19.62,17.32,18.46,17.23,0.220927343,0.009284283,0.009284283,17.68,18.2,17.66,-0.19704309,0.014357663,0.014357663,17.81,18.17,17.77,0.023509429,0.64073719,0.64073719
ARMCX5-GPRASP2,0.69,1.81,0.92,0.72,1.17,0.74,-0.149130964,0.753060037,0.753060037,0.69,0.9,0.86,-0.170865521,0.71629457,0.71629457,0.42,1.49,1.17,-0.463999687,0.246264137,0.246264137
ST14,1.49,1.33,1.33,0.94,0.96,0.92,0.640845208,0.019858646,0.019858646,0.9,1.1,1.3,-0.407013938,0.159157542,0.159157542,0.76,0.85,0.8,-0.424825445,0.145305328,0.145305328
RABEP2,8.5,8.18,9.57,5.94,5.83,6.45,0.584257251,0.000114325,0.000114325,7.56,7.13,6.7,-0.373625954,0.011069479,0.011069479,6.6,8.99,7.62,0.153106257,0.313627022,0.313627022
IL18BP,1.88,3.8,1.58,1.95,2.68,1.85,0.130061543,0.695836614,0.695836614,2.31,2.42,2.64,-0.038480798,0.90085682,0.90085682,2.53,2.37,2.56,0.15173482,0.334098361,0.334098361
BUB1B-PAK6,0.57,0.99,0.35,0.68,0.49,0.46,0.29535379,0.544709045,0.544709045,0,0.38,0.66,-0.944301726,0.377094725,0.377094725,0.45,0.79,0.55,0.828553519,0.39571099,0.39571099
IL18R1,0,0,0,0.03,0.04,0,-1.717607262,0.670322572,0.670322572,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015
ADCY5,0.06,0,0.01,0,0,0,4.062515787,0.217435043,0.217435043,0.02,0.02,0.02,-0.595855571,0.736359407,0.736359407,0.02,0.03,0.02,0.254017504,0.849712067,0.849712067
CA13,2.38,3.48,2.44,3.41,3.69,3.89,-0.334857022,0.083307896,0.083307896,3.4,3.89,3.9,0.367458154,0.056431201,0.056431201,3.99,3.1,3.92,-0.000278048,0.998587116,0.998587116
FERMT1,6.57,6.99,7.8,8.75,8.52,9,-0.208044379,0.065360203,0.065360203,10.15,9.51,9.13,0.335941035,0.003802658,0.003802658,9.35,8.89,9.08,-0.009820392,0.903676978,0.903676978
CD274,11.85,10.58,8.39,14.61,15.61,13.07,-0.387297525,2.66E-05,2.66E-05,17.47,14.21,12.08,0.407370636,2.52E-05,2.52E-05,10.6,10.56,10.45,-0.236379377,0.005363743,0.005363743
FOXD4L3,0.12,0.02,0.03,0.05,0.03,0.09,0.452328184,0.814210568,0.814210568,0.22,0.17,0.05,1.335660359,0.407568046,0.407568046,0,0.09,0.02,-1.720128752,0.251767387,0.251767387
FAM193A,7.44,7.87,7.74,8.42,8.55,8.41,-0.05418153,0.546418586,0.546418586,9.16,8.89,8.75,0.154676785,0.082263442,0.082263442,7.94,8.27,8.41,-0.124344335,0.089692735,0.089692735
MRPL43,122.28,94.02,109.97,87.97,97.94,83.12,0.415067648,0.002534571,0.002534571,79.31,84.24,91.3,-0.497121332,0.000130422,0.000130422,90.58,95.52,95.08,0.206812227,0.009890789,0.009890789
AP3B1,9.87,13.46,9.78,15.73,15.95,16.78,-0.463461528,0.000574387,0.000574387,14.59,14.94,16.08,0.393192661,0.003728418,0.003728418,14.63,10.59,12.47,-0.270276272,0.020843922,0.020843922
NR1H2,69.57,62.76,70.72,51.44,51.3,50.92,0.484439645,3.26E-07,3.26E-07,51.58,52.16,51.59,-0.462789632,1.15E-06,1.15E-06,53.08,53.63,53.72,0.07843171,0.08326569,0.08326569
NUCKS1,49.08,63.6,48.27,80.92,77.06,85.48,-0.526164197,8.39E-09,8.39E-09,75.65,77.39,79.48,0.468276652,5.17E-08,5.17E-08,70.76,52.52,61.1,-0.314409347,0.000249172,0.000249172
SEPHS2,22.68,23.76,23.87,25.33,27.24,25.98,-0.078982449,0.369093239,0.369093239,29,28.36,26.19,0.173156783,0.052903366,0.052903366,28.43,31.01,29.72,0.126058619,0.096281349,0.096281349
GGTA1,0,0.01,0.07,0,0,0,2.157468615,0.592168601,0.592168601,0.09,0,0,-0.324226422,0.935198862,0.935198862,0,0.03,0,-0.820143874,0.839194513,0.839194513
ARL6IP4,242.77,234.63,261,194.59,189.87,197.52,0.440149013,1.11E-07,1.11E-07,179.13,183.11,176.16,-0.558662565,3.02E-11,3.02E-11,200.74,214.7,208.19,0.280265149,1.56E-07,1.56E-07
HNRNPA0,24.37,23.86,23.7,24.38,24.26,24.18,0.059499163,0.346519841,0.346519841,24.5,24.71,25.71,-0.009990881,0.87911385,0.87911385,26.01,27.21,26.89,0.115960828,0.004020666,0.004020666
KDM7A,0.2,0.31,0.19,0.36,0.42,0.4,-0.723548324,0.051593531,0.051593531,0.49,0.7,0.75,1.297938798,0.000247229,0.000247229,0.34,0.49,0.41,-0.913611712,0.000578581,0.000578581
FOXH1,0,0.18,0.23,0.08,0.05,0.07,1.311063017,0.413907135,0.413907135,0,0,0.09,-2.240920436,0.333234766,0.333234766,0,0.22,0.11,1.983994654,0.363620428,0.363620428
ESRP2,1.14,1.42,1.54,1.12,1.31,0.95,0.33993541,0.236156254,0.236156254,1.26,1.26,1.35,-0.137499146,0.595013369,0.595013369,1.47,1.61,1.52,0.279106468,0.198837864,0.198837864
VTI1A,10.45,10.41,7.15,9.15,7.77,10.32,-0.027928033,0.82415915,0.82415915,9.93,9.4,9.42,0.107662921,0.331996796,0.331996796,8.41,10.12,9.81,-0.155980375,0.075113864,0.075113864
NIP7,22.79,24.31,23.52,29.41,28.12,31,-0.24642589,0.0047216,0.0047216,28.66,29.22,30.42,0.240499546,0.003818197,0.003818197,29.93,29.42,29.41,0.044406334,0.501992832,0.501992832
SLC45A1,0.81,0.44,0.41,0.34,0.33,0.4,0.736010357,0.196520906,0.196520906,0.49,0.38,0.33,-0.555823954,0.325828305,0.325828305,0.34,0.56,0.41,0.011748089,0.981466584,0.981466584
ZNF317,10.7,10.48,10.58,12.39,13.11,12.08,-0.162015224,0.088684818,0.088684818,13.53,12.63,12,0.189701772,0.057237342,0.057237342,12.19,12.84,12.76,0.009878854,0.900633484,0.900633484
DNAJA1,89.8,108.04,82.83,122.18,117.35,129.19,-0.316868663,0.000306025,0.000306025,119.44,119.87,122.83,0.295871702,0.000309993,0.000309993,105.88,87.19,97.25,-0.287661201,9.78E-06,9.78E-06
PAGE1,0.13,0,0,0,0,0,1.13719805,0.780480655,0.780480655,0,0,0,-1.117083236,0.784266619,0.784266619,0,0,0,0,0,0
MADCAM1,0.1,0.2,0.12,0.2,0.32,0.28,-1.011401276,0.503360334,0.503360334,0.1,0.98,1.54,2.591576538,0.067655041,0.067655041,0.42,0.38,0.4,-1.10551982,0.309879023,0.309879023
ARHGAP11B-3,0.87,2.49,0.88,2.22,1.65,2.54,-0.48487229,0.368919028,0.368919028,2.49,2.47,1.54,0.399570217,0.461447936,0.461447936,1.11,1.16,1,-0.87652448,0.006805185,0.006805185
IFT25,103.6,95.77,112.07,89.67,93.27,91.05,0.273176904,0.015459749,0.015459749,84.66,78.07,71.79,-0.504727685,2.40E-05,2.40E-05,102.64,88.69,93.03,0.360326512,8.98E-05,8.98E-05
MFN1,4.04,6.19,3.96,6.74,6.54,6.78,-0.426780306,0.012541524,0.012541524,6.54,6.83,6.49,0.414099311,0.015131341,0.015131341,5.56,3.91,4.57,-0.468309428,0.000596312,0.000596312
LMAN2,174.13,153.59,166.1,130.1,130.93,126.87,0.436154176,1.20E-06,1.20E-06,132.68,129.22,124.2,-0.440392276,1.34E-06,1.34E-06,142.64,140.05,143.01,0.181225101,9.03E-06,9.03E-06
ANKRD17-DT,0.01,0.01,0,0,0,0,3.553962852,0.312745143,0.312745143,0,0,0,-3.532347347,0.314321975,0.314321975,0,0,0,1.898365952,0.638190325,0.638190325
ESRP1,0,0,0.03,0.1,0.08,0.1,-2.564505123,0.162505055,0.162505055,0.08,0.03,0.03,1.555281126,0.473755386,0.473755386,0.09,0.03,0.05,0.407217744,0.76091006,0.76091006
ZNF600,3.15,3.43,5.18,2.8,2.17,3.96,-0.047394531,0.891242232,0.891242232,1.7,3.29,4.42,-0.049581634,0.869005316,0.869005316,4.51,2.46,4.41,-0.160904138,0.523716464,0.523716464
BTG2-DT,0,0.02,0,0,0,0,1.13719805,0.780480655,0.780480655,0,0,0,-1.117083236,0.784266619,0.784266619,0,0,0,0,0,0
THBS4,0,0.05,0,0,0,0,1.898634129,0.639269758,0.639269758,0.02,0.02,0.1,1.976534666,0.387520094,0.387520094,0.07,0.02,0.03,-0.179268141,0.902855168,0.902855168
TAS2R45-2,0,0.27,0.04,0,0,0,2.477173484,0.536103595,0.536103595,0,0,0,-2.454720262,0.539822093,0.539822093,0.04,0.04,0.04,0.04,0.04,0.04
ARHGEF25,0.24,0.31,0.42,0.19,0.13,0.27,0.802831378,0.257703427,0.257703427,0.15,0.21,0.25,-0.760550359,0.27022945,0.27022945,0.23,0.29,0.27,0.416358532,0.517604826,0.517604826
PTGER3,0,0,0,0.01,0.02,0,-3.051113556,0.424570076,0.424570076,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005
LMO2,1.25,0.95,1.8,1.06,1.51,0.9,0.396850871,0.405312017,0.405312017,1.26,1.36,1.52,-0.086440292,0.841017066,0.841017066,1.77,1.41,1.41,0.289146913,0.384119804,0.384119804
SCAMP3,70.16,61.22,64.6,52.2,55.83,53.93,0.327811236,0.005053589,0.005053589,52.3,52.55,53.83,-0.322552176,0.005893195,0.005893195,53.4,56.84,55.73,0.07617072,0.269296184,0.269296184
DPEP1,0.1,0.17,0.03,0,0.03,0,3.203278146,0.137349259,0.137349259,0.05,0.05,0.03,-0.975370125,0.506333167,0.506333167,0,0.04,0.04,-1.285427619,0.514797974,0.514797974
FAM168B,26.95,27.13,25.68,32.46,33.47,32.97,-0.227434922,0.000239604,0.000239604,33.41,34.56,34.58,0.287277886,2.33E-06,2.33E-06,34.05,32.45,33.4,-0.013202636,0.747952823,0.747952823
RPL41,4181.55,3586.17,4038.29,3505.28,3534.82,3489.81,0.290867202,0.000852996,0.000852996,3109.46,3154.03,3249.67,-0.463403428,2.90E-07,2.90E-07,3655.64,3208.14,3463.05,0.25526368,2.16E-12,2.16E-12
UNC50,20.43,18.94,19.18,26.75,24.93,27.25,-0.336823932,0.008924887,0.008924887,21.06,21.67,20.16,0.030943796,0.816557763,0.816557763,22.22,21.95,21.49,0.098882952,0.362207421,0.362207421
INTS1,17.04,14.41,17.39,13.57,13.45,14.18,0.380341436,0.001245326,0.001245326,14.1,13.64,13.83,-0.303189813,0.009287311,0.009287311,14.62,14.92,14.76,0.055654449,0.272723817,0.272723817
PFKFB4,8.14,8.38,7.74,7.08,6.57,6.85,0.3289443,0.003748895,0.003748895,6.62,6.53,7.08,-0.363853018,0.0015558,0.0015558,7.67,8.39,7.83,0.295968009,0.002901644,0.002901644
GPR68,7.07,10.95,18.27,6.77,6.65,6.63,0.063069638,0.623111509,0.623111509,5.93,5.56,11.3,-0.325420413,0.02101013,0.02101013,6.22,23.27,18.51,0.337868787,0.010730049,0.010730049
TEAD2,17.94,14.85,13.88,12.63,13.81,11.15,0.405969616,0.015919697,0.015919697,12.55,12.29,12.23,-0.426787421,0.003898636,0.003898636,12.4,12.8,11.9,0.055670376,0.571328662,0.571328662
PPP2R5E,6.09,8.34,5.47,9.77,10.02,9.83,-0.515264,0.000136437,0.000136437,8.78,8.87,9.52,0.403512176,0.003421766,0.003421766,8.04,7.02,7.5,-0.251686252,0.001875613,0.001875613
FMC1,19.33,15.01,17.29,9.69,11,7.67,0.962069056,3.74E-05,3.74E-05,9.86,10.47,11.43,-0.806359839,8.78E-05,8.78E-05,12.16,13.6,11.27,0.286710461,0.107956506,0.107956506
CPAMD8,0.14,0.03,0.26,0.06,0.01,0.15,0.198943422,0.852342176,0.852342176,0.02,0.1,0.1,-1.085000029,0.300235049,0.300235049,0.13,0.32,0.23,1.357429324,0.096462815,0.096462815
RHBDL1,0.45,0.61,0.18,0.19,0.41,0.15,0.904760803,0.326584501,0.326584501,0.28,0.22,0.15,-0.991685199,0.262670624,0.262670624,0.64,0.42,0.59,1.297378526,0.062296109,0.062296109
PCDHB3,0.01,0.05,0.01,0.01,0.02,0,1.515400145,0.7050616,0.7050616,0,0.04,0.01,-0.601725815,0.879250322,0.879250322,0.02,0.01,0.02,0.042842572,0.988921709,0.988921709
OR1A1,0,0.15,0.03,0.04,0.09,0,0.559953097,0.770316875,0.770316875,0,0.01,0.01,-2.742230278,0.202217752,0.202217752,0.07,0.01,0.04,2.197473771,0.219748261,0.219748261
CCDC200,0,0.21,0.12,0,0,0,2.572051745,0.519968938,0.519968938,0,0,0,-2.551586738,0.523298859,0.523298859,0,0.2,0.11,2.465884664,0.537092403,0.537092403
RSL24D1,39.41,39.67,39.9,35.61,36.74,34.5,0.238416807,0.003859234,0.003859234,32.29,33.06,31.57,-0.375096979,3.56E-06,3.56E-06,29.97,29,28.52,-0.111805706,0.098100285,0.098100285
RMND1,3.7,4.15,2.28,5.28,5.63,5.12,-0.611296925,0.036268754,0.036268754,4.98,5.38,5.54,0.583876226,0.048470368,0.048470368,4.71,2.66,3.99,-0.421324056,0.069327019,0.069327019
MYO18B,0,0,0,0.02,0,0.03,-3.633001788,0.27746032,0.27746032,0.005,0.005,0.005,0.005,0.005,0.005,0,0.01,0,0.995098905,0.807332645,0.807332645
TCF20-8,0.41,0.36,0.41,0.43,0.56,0.56,-0.316652476,0.304874616,0.304874616,0.72,0.32,0,-0.266021696,0.868294369,0.868294369,0.55,0.51,0.53,0.641506763,0.688389567,0.688389567
RIOK1,9.61,12.13,10.08,14.37,13.07,14.21,-0.310487361,0.008964619,0.008964619,14.31,14.48,13.45,0.336974963,0.003453244,0.003453244,12.66,11.35,12.06,-0.198207737,0.032354552,0.032354552
DPY19L4,3.72,5.29,4.05,6.57,6.47,6.88,-0.531131331,0.000103767,0.000103767,6.04,6.04,5.89,0.395012199,0.003663278,0.003663278,5.41,3.27,4.18,-0.446984426,0.007867015,0.007867015
GPR17,1.56,2.15,1.43,1.59,1.9,1.79,0.030511604,0.918584494,0.918584494,1.35,1.64,1.64,-0.228706561,0.454931222,0.454931222,1.61,1.79,1.64,0.166367982,0.524930683,0.524930683
ADGRE5,157.88,135.19,156.64,145.53,145.95,148.2,0.117126787,0.224513739,0.224513739,157.57,158.27,155.12,-0.010457312,0.913762515,0.913762515,153.32,152.74,151.1,-0.019650738,0.452575676,0.452575676
OLFML2B,0.48,0.32,0.6,0.77,0.83,0.7,-0.64837124,0.13584121,0.13584121,0.8,0.78,0.68,0.613094312,0.160001874,0.160001874,0.65,0.62,0.64,-0.2067178,0.518959547,0.518959547
NSD2,36.02,45.06,40.65,49.31,48.4,48.4,-0.164950687,0.006953914,0.006953914,50.98,52.79,53.74,0.275628565,2.88E-06,2.88E-06,49.11,45.01,45.7,-0.10468968,0.000801342,0.000801342
CYP4F11,0,0.02,0,0.02,0,0.03,-1.257471408,0.713517643,0.713517643,0.05,0.02,0,1.707568728,0.59289078,0.59289078,0.09,0,0.03,0.878971183,0.660862931,0.660862931
LASP1NB,0.02,0.08,0.2,0.09,0.15,0.04,0.111423034,0.92490239,0.92490239,0.08,0.06,0.05,-0.707837956,0.557520463,0.557520463,0.11,0.19,0.2,1.45111015,0.079475482,0.079475482
RCSD1,2.46,2.74,2.52,3.36,3.65,2.85,-0.17308281,0.253715159,0.253715159,2.54,2.48,2.37,-0.171058324,0.237070565,0.237070565,2.93,2.96,2.94,0.222332988,0.088351271,0.088351271
KCTD15,0,0,0,0.01,0,0.01,-1.64507173,0.683954314,0.683954314,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0,0,0.995098905,0.807332645,0.807332645
NUP205,18.99,23.22,19.96,29.46,28.3,30.6,-0.433777201,2.80E-09,2.80E-09,30.17,31.09,30.92,0.501992207,6.83E-14,6.83E-14,27.19,25.29,26.31,-0.203932408,3.29E-06,3.29E-06
DUSP26,0.23,0.76,0.29,0.25,0.3,0.36,0.450395458,0.561653587,0.561653587,0.18,0.22,0.3,-0.816934053,0.316442785,0.316442785,0.19,0.56,0.35,0.693653472,0.36200136,0.36200136
TRPV1,1.14,2.38,1.14,1.09,1.21,1.22,0.465497403,0.176585799,0.176585799,1.2,1.52,1.39,-0.240591574,0.481152283,0.481152283,0.91,0.88,1.02,-0.53820697,0.020012033,0.020012033
BTF3,649.8,559.03,619.82,601.46,632.65,588.04,0.102331968,0.274237891,0.274237891,603.56,616.97,609.48,-0.094876752,0.293450957,0.293450957,609.46,618.61,613.53,0.069111936,0.02880281,0.02880281
CCDC191,0.04,0.14,0.02,0.1,0.1,0.08,-0.624987688,0.582629292,0.582629292,0.02,0.04,0.07,-0.151081344,0.910084544,0.910084544,0.08,0.16,0.12,1.068663004,0.251619556,0.251619556
ZC3H14,17.04,21.36,17.44,23.92,21.46,24.39,-0.325083375,0.002167534,0.002167534,22.17,21.65,22.17,0.250719657,0.007498921,0.007498921,22.1,18.6,20.46,-0.229859386,0.020079508,0.020079508
PRPSAP2,16.99,16.98,17.97,20.17,19.35,18.9,-0.093847697,0.375719867,0.375719867,19.62,20.97,21.88,0.203009611,0.061016317,0.061016317,21.57,18.54,19.77,-0.017911703,0.849822609,0.849822609
GPR55,0.05,0.11,0.1,0.12,0.11,0.12,-0.26375883,0.749511216,0.749511216,0.04,0.11,0.17,0.251584448,0.792595475,0.792595475,0.04,0.01,0.03,-2.097459515,0.063529121,0.063529121
USP3,3.85,3.93,4.05,4.63,4.35,4.99,-0.09253648,0.442810428,0.442810428,4.86,4.8,4.4,0.116559631,0.303664947,0.303664947,4.71,4.51,4.63,-0.005357528,0.955791389,0.955791389
JAG1,34.71,35.24,36.68,45.79,44.77,46.4,-0.283428631,1.17E-05,1.17E-05,48.03,47.18,46.11,0.336736135,2.64E-07,2.64E-07,46.56,44.55,45.95,-0.023249623,0.517254761,0.517254761
LYPLAL1,5.94,5.85,4.54,7.01,6.74,7.17,-0.051150578,0.85599164,0.85599164,6.74,6.55,5.62,-0.096068361,0.739820467,0.739820467,5.63,4.94,5.07,-0.218640622,0.158344204,0.158344204
ACKR4,0,0.15,0,0.05,0.02,0.06,0.286052371,0.894229367,0.894229367,0.02,0.02,0.02,-1.238134745,0.600613695,0.600613695,0.05,0.05,0.05,1.033324152,0.522800651,0.522800651
CHAC2,14.94,13.97,12.87,11.22,12.21,10.07,0.40916459,0.015956035,0.015956035,12.54,13.11,14.13,-0.159173854,0.306244883,0.306244883,14.63,10.9,12.61,-0.013905106,0.928506173,0.928506173
RBP7,0.58,0,0.32,0.14,0.15,0.27,0.820713981,0.665163978,0.665163978,0,0,0,-3.653140551,0.290053939,0.290053939,0.29,0,0,1.905412804,0.636891729,0.636891729
GNA11,77.87,74.95,81.32,69.23,68.93,68.28,0.261697749,0.000409992,0.000409992,69.88,70.4,71.16,-0.219925944,0.003203118,0.003203118,71.46,76.47,74.07,0.094316566,0.014895547,0.014895547
CACNA2D1,1.58,1.56,0.93,2.35,2.27,1.98,-0.571999555,0.027874258,0.027874258,2,1.97,1.31,0.422893254,0.118437643,0.118437643,1.16,1.68,1.46,-0.612684239,0.004802764,0.004802764
SLC31A1,16.31,16.82,20.1,22.27,21.19,22.58,-0.242422608,0.000385074,0.000385074,23.52,22.35,20.09,0.32029218,3.25E-05,3.25E-05,19.97,23.53,20.82,-0.05498806,0.367353542,0.367353542
GPER1,1.73,1.92,1.82,1.5,1.44,1.38,0.432266033,0.096444677,0.096444677,1.35,1.29,1.4,-0.480679568,0.064935127,0.064935127,1.2,1.84,1.36,0.134299337,0.637977067,0.637977067
DHX16-2,6.24,6.34,3.96,3.85,0.71,5.03,0.923381837,0.097169783,0.097169783,7.18,4.18,0.89,-0.535651176,0.346188435,0.346188435,7.2,8.31,6.94,0.848408779,0.269644399,0.269644399
VAV1,2.02,1.85,1.43,1.79,2.05,1.5,0.059808351,0.828431872,0.828431872,1.39,1.46,1.69,-0.307854297,0.26449996,0.26449996,1.96,1.18,1.63,0.101692594,0.718792239,0.718792239
ARPC1A,138.05,124.56,136.84,130.17,138.73,124.87,0.108358018,0.249367267,0.249367267,142.55,142.2,138.94,-0.000425934,0.996093648,0.996093648,137.38,137.17,134.77,-0.008699988,0.815749465,0.815749465
XNDC1N-ZNF705EP-ALG1L9P,0.13,0.03,0.19,0.1,0.06,0.12,0.367474559,0.710630015,0.710630015,0.1,0.16,0.16,0.148788532,0.872446135,0.872446135,0.19,0.14,0.13,0.239699919,0.705737507,0.705737507
TMEM237,4.1,4.9,3.62,5.97,5.67,6.3,-0.379307209,0.001897196,0.001897196,5.39,5.23,5.26,0.284058085,0.01817289,0.01817289,5.32,5.17,5.29,-0.066630691,0.499812103,0.499812103
ZNF3,5.7,6.31,7.07,6.47,6.7,6.01,-0.008165462,0.958870592,0.958870592,6.1,6.27,7.07,0.023392917,0.881351414,0.881351414,7.55,7.46,7.56,0.178870367,0.132120844,0.132120844
SKOR1,0.08,0.16,0.05,0.12,0.18,0.08,-0.3046759,0.736985387,0.736985387,0.05,0.05,0.01,-1.337998134,0.240958547,0.240958547,0.03,0.11,0.07,0.776875545,0.501574789,0.501574789
FAM174C,142.81,107.62,143.53,91.3,92,91.9,0.658281666,1.88E-05,1.88E-05,98.33,94.89,92.24,-0.5951711,0.000111751,0.000111751,84.49,87.31,88.45,-0.051808307,0.469874019,0.469874019
GOLGA8Q-3,0,0,0,0.06,0.01,0.14,-5.084365072,0.047966671,0.047966671,0.025,0.025,0.025,0.025,0.025,0.025,0.04,0,0,2.906396304,0.464350129,0.464350129
SIGLEC15,0.04,0.09,0.08,0.03,0.04,0.1,0.325997773,0.793318494,0.793318494,0.1,0.09,0.02,-0.036782416,0.976206686,0.976206686,0.05,0.03,0.03,-0.726499715,0.561102579,0.561102579
RIIAD1,0.25,0.24,0,0,0.13,0,2.011291164,0.514731746,0.514731746,0,0,0,-2.947962481,0.458430642,0.458430642,0.13,0,0.12,1.898365952,0.638190325,0.638190325
ABHD4,40.39,40.81,43.09,36.61,35.65,36.28,0.278694201,0.000205949,0.000205949,37.17,36.57,35.98,-0.255357195,0.000755866,0.000755866,36.89,37.25,36.7,0.043141731,0.36591418,0.36591418
CCDC154,0,0,0,0,0.02,0.02,-1.687024304,0.676059609,0.676059609,0.02,0,0.02,1.705408168,0.672740125,0.672740125,0.02,0,0,-0.864636601,0.794441509,0.794441509
LRRC70,0,0.1,0.08,0.05,0,0.12,0.205973945,0.918034091,0.918034091,0,0,0,-3.80037874,0.252067013,0.252067013,0.13,0.07,0.1,4.478490165,0.024911329,0.024911329
MRPL38,87.96,67.27,86.03,59.65,60.11,61.38,0.506782116,0.000282376,0.000282376,59.91,62.5,66.75,-0.443478862,0.002022156,0.002022156,65.38,66.33,65.92,0.109962197,0.105442364,0.105442364
NUDT8,17.58,12.53,10.49,7.89,7.05,8.39,0.887631473,0.00308408,0.00308408,10.11,9.61,8.82,-0.633767292,0.02901415,0.02901415,8.5,7.1,7.26,-0.20766338,0.370434467,0.370434467
ZNF485,1.15,1.86,1.28,2.17,1.73,2.79,-0.605821181,0.094266631,0.094266631,1.95,2.01,1.64,0.314937419,0.359840359,0.359840359,1.76,1.17,1.31,-0.290184442,0.339027961,0.339027961
VTI1B,13.59,14.26,12.95,15.08,16.94,14.25,-0.099593146,0.279313128,0.279313128,17.17,17.03,16.34,0.231214258,0.001017332,0.001017332,15.55,15.51,15.57,-0.090656841,0.09708764,0.09708764
MAMLD1,15.9,15.89,15.8,17.28,16.79,17.1,-0.022917163,0.764135512,0.764135512,17.95,17.98,17.68,0.098170903,0.1906779,0.1906779,17.46,16.97,17.08,-0.025710715,0.624980398,0.624980398
PHLPP2,2.02,2.45,1.77,3.49,3.19,3.63,-0.652826755,9.71E-06,9.71E-06,3.19,3.37,3.66,0.652799544,8.95E-06,8.95E-06,2.83,2.27,2.68,-0.381851959,0.002045624,0.002045624
ZNF623-2,0.59,0.49,0.36,0.52,2.07,0.58,-0.899296824,0.08698371,0.08698371,1.31,1.04,0.71,0.980037059,0.00544355,0.00544355,0.11,0.27,0.19,-2.239700186,5.17E-08,5.17E-08
FBXW10B,0.15,0.17,0.09,0.11,0.13,0.13,0.045076382,0.935977237,0.935977237,0.15,0.15,0.12,0.017426094,0.976083732,0.976083732,0.15,0.2,0.18,0.175094589,0.737866856,0.737866856
BTN3A3,5.01,5.26,5.23,5.81,6.27,5.64,-0.10249489,0.474329749,0.474329749,5.36,5.2,4.94,-0.07753075,0.582120201,0.582120201,5.72,5.56,5.6,0.149014845,0.22057851,0.22057851
OR2C1,0,0,0,0,0.04,0,-0.786355302,0.847184675,0.847184675,0,0,0,0,0,0,0,0,0,0,0,0
LINP1,22.71,22.84,24.07,20.16,21.3,19.14,0.299694513,0.060204282,0.060204282,22.64,21.89,20.21,-0.212188622,0.169721485,0.169721485,22.44,28.42,26.26,0.333298678,0.035196347,0.035196347
RIN1,29.42,21.85,28.99,19.55,19.53,19.59,0.515312364,0.000625029,0.000625029,22.23,21.94,22.2,-0.357181257,0.016936048,0.016936048,21.96,24.05,23.07,0.090128653,0.135868317,0.135868317
FAM89A,10.84,13.48,11.47,11.62,12.84,10.84,0.103403172,0.505132692,0.505132692,10.26,10.89,11.72,-0.203967226,0.177422055,0.177422055,11.14,14.02,12.23,0.230430817,0.125115018,0.125115018
PIP4P1-2,21.44,18.33,18.72,16.24,16.37,15.67,0.363843324,0.00595558,0.00595558,16.83,15.93,15.25,-0.365930922,0.006559012,0.006559012,16.46,17.1,16.94,0.1095506,0.255441913,0.255441913
